      0.277714223    -0.046726452    0.0303003269     0.667153399 10000
       -1.4190911    0.0894882509   -0.0264692136    -0.265706749 01000
    0.00586545151    -0.743039755      0.31336603  -0.00128007291 00100
    -0.0669934763      1.32890907     -2.00383133   -0.0894340584 00010
      0.277714223    -0.046726452    0.0303003269     0.667153399 11000
      0.277714223    -0.046726452    0.0303003269     0.667153399 10100
      0.277714223    -0.046726452    0.0303003269     0.667153399 10010
      0.277714223    -0.046726452    0.0303003269     0.667153399 01100
      0.277714223    -0.046726452    0.0303003269     0.667153399 01010
      0.277714223    -0.046726452    0.0303003269     0.667153399 00110
      0.277714223    -0.046726452    0.0303003269     0.667153399 20000
       -1.4190911    0.0894882509   -0.0264692136    -0.265706749 02000
    0.00586545151    -0.743039755      0.31336603  -0.00128007291 00200
    -0.0669934763      1.32890907     -2.00383133   -0.0894340584 00020
