#! dEb_Eb[f,0]/  dP_P[f,1]/   dth[f,2]/    total_chi2[f,3]/    total_redChi2[f,4]/    total_chi2_elec[f,5]/    total_redChi2_elec[f,6]/    total_chi2_prot[f,7]/    total_redChi2_prot[f,8]/ 
0.001    0.0005    -0.0005    20166.7592    1260.4225    10774.2233    897.8519    9392.5359    9392.5359
-0.0002    0.003    -0.002    20226.9869    1264.1867    17459.5611    1454.9634    2767.4258    2767.4258
-0.0    -0.002    0.0005    20487.6079    1280.4755    8302.2576    691.8548    12185.3503    12185.3503
-0.0004    -0.0035    -0.0005    20642.7491    1290.1718    8123.2617    676.9385    12519.4874    12519.4874
-0.0002    -0.001    0.0    20643.969    1290.2481    10578.1379    881.5115    10065.8311    10065.8311
-0.001    -0.0015    -0.0015    20681.4016    1292.5876    3886.4501    323.8708    16794.9515    16794.9515
0.0006    -0.004    0.0015    20751.8594    1296.9912    4337.2753    361.4396    16414.5841    16414.5841
-0.0006    -0.0025    -0.001    20898.0447    1306.1278    6038.984    503.2487    14859.0607    14859.0607
0.0008    0.0025    -0.0015    20911.0167    1306.9385    15366.2463    1280.5205    5544.7705    5544.7705
0.0002    -0.003    0.001    20957.7886    1309.8618    6426.058    535.5048    14531.7306    14531.7306
-0.0004    0.001    -0.001    21079.7494    1317.4843    14979.573    1248.2977    6100.1764    6100.1764
0.001    -0.002    -0.001    21091.9006    1318.2438    7786.2153    648.8513    13305.6854    13305.6854
0.0008    0.0015    -0.001    21105.6006    1319.1    13554.5936    1129.5495    7551.007    7551.007
0.0004    0.0    -0.002    21190.1487    1324.3843    3423.5561    285.2963    17766.5927    17766.5927
0.0008    0.0035    -0.002    21235.5233    1327.2202    17342.3933    1445.1994    3893.13    3893.13
-0.0004    0.002    -0.0015    21251.7173    1328.2323    16869.9414    1405.8285    4381.7759    4381.7759
0.0008    -0.001    -0.0015    21412.3516    1338.272    5659.3261    471.6105    15753.0256    15753.0256
0.001    -0.0005    0.0    21416.1922    1338.512    9379.325    781.6104    12036.8672    12036.8672
-0.0004    0.0    -0.0005    21426.8719    1339.1795    13253.6989    1104.4749    8173.173    8173.173
-0.0008    -0.0015    -0.0015    21779.8822    1361.2426    4354.387    362.8656    17425.4952    17425.4952
0.0008    0.0005    -0.0005    21819.2749    1363.7047    11907.4354    992.2863    9911.8395    9911.8395
-0.0004    0.003    -0.002    21942.7757    1371.4235    18924.8043    1577.067    3017.9714    3017.9714
-0.0002    -0.0035    -0.0005    21996.9108    1374.8069    8945.6956    745.4746    13051.2152    13051.2152
-0.0002    -0.002    0.0005    22045.9406    1377.8713    9269.0182    772.4182    12776.9225    12776.9225
0.0004    -0.004    0.0015    22054.5111    1378.4069    4949.539    412.4616    17104.9721    17104.9721
-0.0004    -0.0025    -0.001    22161.4234    1385.089    6713.9971    559.4998    15447.4262    15447.4262
-0.0004    -0.001    0.0    22293.0849    1393.3178    11692.3193    974.3599    10600.7656    10600.7656
0.0006    0.0    -0.002    22359.3445    1397.459    3932.1176    327.6765    18427.2268    18427.2268
-0.0    -0.003    0.001    22425.3382    1401.5836    7245.3977    603.7831    15179.9405    15179.9405
0.0006    0.0025    -0.0015    22670.9837    1416.9365    16734.6446    1394.5537    5936.3391    5936.3391
0.001    -0.001    -0.0015    22746.4454    1421.6528    6374.9638    531.247    16371.4816    16371.4816
-0.0006    0.001    -0.001    22836.3166    1427.2698    16328.9406    1360.745    6507.376    6507.376
0.0006    0.0015    -0.001    22848.8993    1428.0562    14835.2265    1236.2689    8013.6729    8013.6729
-0.0006    -0.0015    -0.0015    22952.4777    1434.5299    4881.9793    406.8316    18070.4984    18070.4984
0.0006    0.0035    -0.002    23012.1586    1438.2599    18798.5571    1566.5464    4213.6015    4213.6015
-0.0006    0.002    -0.0015    23024.9528    1439.0595    18307.0745    1525.5895    4717.8783    4717.8783
0.0008    -0.0005    0.0    23052.0396    1440.7525    10424.7716    868.731    12627.268    12627.268
-0.0006    0.0    -0.0005    23166.7709    1447.9232    14515.3011    1209.6084    8651.4698    8651.4698
0.001    -0.0015    0.0005    23184.7157    1449.0447    8148.921    679.0768    15035.7946    15035.7946
-0.001    -0.0005    -0.002    23288.2615    1455.5163    3069.4707    255.7892    20218.7908    20218.7908
-0.0    -0.0035    -0.0005    23425.1874    1464.0742    9827.7848    818.9821    13597.4026    13597.4026
0.0002    -0.004    0.0015    23431.2776    1464.4549    5621.458    468.4548    17809.8196    17809.8196
-0.0002    -0.0025    -0.001    23498.9168    1468.6823    7448.6655    620.7221    16050.2513    16050.2513
0.0006    0.0005    -0.0005    23545.9054    1471.6191    13100.3028    1091.6919    10445.6026    10445.6026
0.0008    0.0    -0.002    23602.655    1475.1659    4500.3345    375.0279    19102.3205    19102.3205
-0.0004    -0.002    0.0005    23678.3883    1479.8993    10295.4341    857.9528    13382.9542    13382.9542
-0.0006    0.003    -0.002    23732.6794    1483.2925    20449.7028    1704.1419    3282.9765    3282.9765
-0.0002    -0.003    0.001    23967.0028    1497.9377    8124.3928    677.0327    15842.6099    15842.6099
-0.0006    -0.001    0.0    24016.3156    1501.0197    12866.156    1072.1797    11150.1596    11150.1596
-0.0004    -0.0015    -0.0015    24199.1881    1512.4493    5469.2269    455.7689    18729.9612    18729.9612
-0.0008    -0.0005    -0.002    24370.0739    1523.1296    3449.6422    287.4702    20920.4317    20920.4317
0.0004    0.0025    -0.0015    24505.0656    1531.5666    18162.6983    1513.5582    6342.3674    6342.3674
0.0004    0.0015    -0.001    24666.313    1541.6446    16175.5147    1347.9596    8490.7983    8490.7983
-0.0008    0.001    -0.001    24666.9987    1541.6874    17737.9635    1478.1636    6929.0352    6929.0352
0.0006    -0.0005    0.0    24762.002    1547.6251    11529.8735    960.8228    13232.1284    13232.1284
0.0008    -0.0015    0.0005    24803.8949    1550.2434    9106.6022    758.8835    15697.2927    15697.2927
0.0004    0.0035    -0.002    24862.9087    1553.9318    20314.3762    1692.8647    4548.5324    4548.5324
-0.0008    0.002    -0.0015    24872.3031    1554.5189    19803.8629    1650.3219    5068.4402    5068.4402
-0.0    -0.004    0.0015    24882.159    1555.1349    6353.0323    529.4194    18529.1268    18529.1268
-0.0    -0.0025    -0.001    24910.5252    1556.9078    8242.9893    686.9158    16667.536    16667.536
0.001    0.0    -0.002    24920.0805    1557.505    5128.2067    427.3506    19791.8738    19791.8738
0.0002    -0.0035    -0.0005    24927.5789    1557.9737    10769.5293    897.4608    14158.0496    14158.0496
-0.0008    0.0    -0.0005    24980.7847    1561.299    15836.5586    1319.7132    9144.2262    9144.2262
0.0004    0.0005    -0.0005    25346.6508    1584.1657    14352.8256    1196.0688    10993.8253    10993.8253
-0.0006    -0.002    0.0005    25384.9508    1586.5594    11381.5053    948.4588    14003.4455    14003.4455
0.001    -0.0025    0.001    25472.3296    1592.0206    7083.0115    590.251    18389.318    18389.318
-0.0002    -0.0015    -0.0015    25520.0133    1595.0008    6116.1299    509.6775    19403.8835    19403.8835
-0.0006    -0.0005    -0.002    25526.0011    1595.3751    3889.469    324.1224    21636.5321    21636.5321
-0.0004    -0.003    0.001    25582.7822    1598.9239    9063.0433    755.2536    16519.7389    16519.7389
-0.0008    0.003    -0.002    25596.698    1599.7936    22034.2567    1836.1881    3562.4412    3562.4412
-0.0008    -0.001    0.0    25813.6612    1613.3538    14099.648    1174.9707    11714.0133    11714.0133
0.0002    -0.0025    -0.001    26396.2485    1649.7655    9096.9683    758.0807    17299.2801    17299.2801
-0.0002    -0.004    0.0015    26407.1553    1650.4472    7144.2619    595.3552    19262.8934    19262.8934
0.0002    0.0025    -0.0015    26413.2624    1650.8289    19650.4073    1637.5339    6762.8551    6762.8551
0.0006    -0.0015    0.0005    26497.1889    1656.0743    10123.9387    843.6616    16373.2502    16373.2502
0.0004    -0.0035    -0.0005    26504.0853    1656.5053    11770.9292    980.9108    14733.1561    14733.1561
0.0004    -0.0005    0.0    26546.0791    1659.1299    12694.6308    1057.8859    13851.4483    13851.4483
0.0002    0.0015    -0.001    26557.8415    1659.8651    17575.4582    1464.6215    8982.3833    8982.3833
-0.001    0.001    -0.001    26571.7957    1660.7372    19206.6418    1600.5535    7365.1539    7365.1539
-0.0004    -0.0005    -0.002    26756.0433    1672.2527    4388.9512    365.7459    22367.0921    22367.0921
0.0002    0.0035    -0.002    26787.7737    1674.2359    21889.8507    1824.1542    4897.923    4897.923
-0.001    0.002    -0.0015    26793.7683    1674.6105    21360.3067    1780.0256    5433.4616    5433.4616
-0.001    0.0    -0.0005    26868.9135    1679.3071    17217.4714    1434.7893    9651.4421    9651.4421
-0.0    -0.0015    -0.0015    26914.9535    1682.1846    6822.6882    568.5573    20092.2653    20092.2653
0.0008    -0.0025    0.001    27074.8405    1692.1775    7952.9272    662.7439    19121.9133    19121.9133
-0.0008    -0.002    0.0005    27165.6282    1697.8518    12527.2319    1043.936    14638.3964    14638.3964
0.0002    0.0005    -0.0005    27221.5112    1701.3444    15665.0036    1305.417    11556.5075    11556.5075
-0.0006    -0.003    0.001    27272.6765    1704.5423    10061.349    838.4458    17211.3274    17211.3274
-0.001    -0.004    -0.0005    27370.5651    1710.6603    10386.2321    865.5193    16984.333    16984.333
-0.001    0.003    -0.002    27534.8314    1720.927    23678.4659    1973.2055    3856.3655    3856.3655
-0.001    -0.001    0.0    27685.1218    1730.3201    15392.7954    1282.7329    12292.3264    12292.3264
0.0004    -0.0025    -0.001    27956.0866    1747.2554    10010.6027    834.2169    17945.4839    17945.4839
-0.0004    -0.004    0.0015    28006.2665    1750.3917    7995.1469    666.2622    20011.1196    20011.1196
-0.0002    -0.0005    -0.002    28060.2003    1753.7625    4948.0887    412.3407    23112.1117    23112.1117
0.0006    -0.0035    -0.0005    28154.7065    1759.6692    12831.9844    1069.332    15322.7221    15322.7221
0.0004    -0.0015    0.0005    28264.5979    1766.5374    11200.9305    933.4109    17063.6674    17063.6674
0.001    -0.0035    0.0015    28279.0339    1767.4396    6181.5965    515.133    22097.4375    22097.4375
0.0002    -0.0015    -0.0015    28384.0085    1774.0005    7588.9018    632.4085    20795.1068    20795.1068
-0.0    0.0025    -0.0015    28395.574    1774.7234    21197.7716    1766.481    7197.8024    7197.8024
0.0002    -0.0005    0.0    28404.2712    1775.267    13919.0434    1159.9203    14485.2278    14485.2278
-0.0    0.0015    -0.001    28523.485    1782.7178    19035.0571    1586.2548    9488.4279    9488.4279
0.0006    -0.0025    0.001    28751.4664    1796.9666    8882.4983    740.2082    19868.9681    19868.9681
-0.0    0.0035    -0.002    28786.7536    1799.1721    23524.9805    1960.415    5261.7731    5261.7731
-0.0008    -0.004    -0.0005    28933.803    1808.3627    11318.8972    943.2414    17614.9058    17614.9058
-0.001    -0.002    0.0005    29020.4205    1813.7763    13732.6138    1144.3845    15287.8067    15287.8067
-0.0008    -0.003    0.001    29036.6856    1814.7929    11119.3101    926.6092    17917.3755    17917.3755
-0.0    0.0005    -0.0005    29170.4863    1823.1554    17036.837    1419.7364    12133.6493    12133.6493
-0.001    -0.003    -0.001    29205.7864    1825.3617    8792.3869    732.6989    20413.3995    20413.3995
-0.0    -0.0005    -0.002    29438.4722    1839.9045    5566.8815    463.9068    23871.5908    23871.5908
0.0006    -0.0025    -0.001    29590.0396    1849.3775    10983.8925    915.3244    18606.1472    18606.1472
-0.0006    -0.004    0.0015    29679.4926    1854.9683    8905.6872    742.1406    20773.8054    20773.8054
0.0008    -0.0035    0.0015    29864.8767    1866.5548    6963.7467    580.3122    22901.13    22901.13
0.0008    -0.0035    -0.0005    29879.4426    1867.4652    13952.6949    1162.7246    15926.7477    15926.7477
0.0004    -0.0015    -0.0015    29927.1784    1870.4487    8414.7707    701.2309    21512.4077    21512.4077
0.0002    -0.0015    0.0005    30106.1217    1881.6326    12337.5777    1028.1315    17768.5441    17768.5441
-0.0    -0.0005    0.0    30336.5782    1896.0361    15203.1114    1266.9259    15133.4668    15133.4668
-0.0002    0.0025    -0.0015    30452.0006    1903.25    22804.7913    1900.3993    7647.2093    7647.2093
0.001    0.003    -0.0015    30474.0164    1904.626    21127.8602    1760.655    9346.1562    9346.1562
0.0004    -0.0025    0.001    30502.2071    1906.3879    9871.7246    822.6437    20630.4825    20630.4825
0.001    0.004    -0.002    30515.3124    1907.207    23464.1188    1955.3432    7051.1936    7051.1936
-0.0002    0.0015    -0.001    30563.2433    1910.2027    20554.3113    1712.8593    10008.9319    10008.9319
-0.0006    -0.004    -0.0005    30571.1558    1910.6972    12311.2177    1025.9348    18259.9381    18259.9381
-0.0008    -0.003    -0.001    30752.3561    1922.0223    9637.2866    803.1072    21115.0695    21115.0695
-0.0002    0.0035    -0.002    30859.8483    1928.7405    25219.7656    2101.6471    5640.0827    5640.0827
-0.001    -0.003    0.001    30874.8097    1929.6756    12236.9266    1019.7439    18637.8831    18637.8831
0.0002    -0.0005    -0.002    30890.859    1930.6787    6245.3296    520.4441    24645.5294    24645.5294
0.001    0.002    -0.001    30951.8109    1934.4882    18956.0961    1579.6747    11995.7148    11995.7148
-0.0002    0.0005    -0.0005    31193.5764    1949.5985    18468.3258    1539.0271    12725.2506    12725.2506
0.0008    -0.0025    -0.001    31298.1075    1956.1317    12016.8375    1001.4031    19281.27    19281.27
-0.0008    -0.004    0.0015    31426.8335    1964.1771    9875.8829    822.9902    21550.9507    21550.9507
0.0006    -0.0035    0.0015    31524.8343    1970.3021    7805.5523    650.4627    23719.282    23719.282
0.0006    -0.0015    -0.0015    31544.4632    1971.5289    9300.295    775.0246    22244.1682    22244.1682
-0.001    -0.002    -0.0015    31560.0983    1972.5061    7363.0362    613.5864    24197.0621    24197.0621
0.001    -0.0035    -0.0005    31678.2936    1979.8934    15133.0607    1261.0884    16545.2329    16545.2329
0.001    0.001    -0.0005    31948.6958    1996.7935    16948.8264    1412.4022    14999.8694    14999.8694
-0.0    -0.0015    0.0005    32021.7605    2001.36    13533.8801    1127.8233    18487.8803    18487.8803
-0.0004    -0.004    -0.0005    32282.6235    2017.664    13363.1935    1113.5995    18919.43    18919.43
0.0002    -0.0025    0.001    32327.0627    2020.4414    10920.6063    910.0505    21406.4564    21406.4564
-0.0002    -0.0005    0.0    32343.0    2021.4375    16546.8347    1378.9029    15796.1653    15796.1653
-0.0006    -0.003    -0.001    32373.0407    2023.315    10541.8416    878.4868    21831.1991    21831.1991
0.0004    -0.0005    -0.002    32417.3607    2026.085    6983.4331    581.9528    25433.9276    25433.9276
-0.0004    0.0025    -0.0015    32582.542    2036.4089    24471.4663    2039.2889    8111.0757    8111.0757
0.0008    0.003    -0.0015    32591.2894    2036.9556    22725.8005    1893.8167    9865.4889    9865.4889
0.0008    0.004    -0.002    32649.2536    2040.5783    25149.8245    2095.8187    7499.4291    7499.4291
-0.0004    0.0015    -0.001    32677.1164    2042.3198    22133.2208    1844.4351    10543.8956    10543.8956
-0.0004    0.0035    -0.002    33007.058    2062.9411    26974.2061    2247.8505    6032.8519    6032.8519
0.0008    0.002    -0.001    33052.4156    2065.776    20466.2709    1705.5226    12586.1447    12586.1447
0.001    -0.0025    -0.001    33080.2903    2067.5181    13109.4379    1092.4532    19970.8524    19970.8524
-0.0008    -0.002    -0.0015    33089.9997    2068.125    8120.1704    676.6809    24969.8293    24969.8293
0.0008    -0.0015    -0.0015    33235.8628    2077.2414    10245.4746    853.7895    22990.3883    22990.3883
-0.001    -0.004    0.0015    33248.2894    2078.0181    10905.7338    908.8112    22342.5555    22342.5555
0.0004    -0.0035    0.0015    33258.9068    2078.6817    8707.0132    725.5844    24551.8936    24551.8936
-0.0004    0.0005    -0.0005    33290.7813    2080.6738    19959.4698    1663.2892    13331.3115    13331.3115
0.001    0.0    0.0    33464.6712    2091.542    15106.0511    1258.8376    18358.6201    18358.6201
-0.0002    -0.0015    0.0005    34011.5141    2125.7196    14789.838    1232.4865    19221.6761    19221.6761
0.0006    -0.0005    -0.002    34017.9772    2126.1236    7781.1919    648.4327    26236.7853    26236.7853
0.0008    0.001    -0.0005    34032.6323    2127.0395    18371.2357    1530.9363    15661.3966    15661.3966
-0.0004    -0.003    -0.001    34067.8401    2129.24    11506.0519    958.8377    22561.7882    22561.7882
-0.0002    -0.004    -0.0005    34068.206    2129.2629    14474.8246    1206.2354    19593.3815    19593.3815
-0.0    -0.0025    0.001    34226.0332    2139.1271    12029.1433    1002.4286    22196.8899    22196.8899
-0.0004    -0.0005    0.0    34423.5367    2151.471    17950.2133    1495.8511    16473.3235    16473.3235
-0.001    -0.001    -0.002    34433.5005    2152.0938    6098.1799    508.1817    28335.3207    28335.3207
-0.0006    -0.002    -0.0015    34694.016    2168.376    8936.9599    744.7467    25757.0561    25757.0561
0.0006    0.003    -0.0015    34782.6772    2173.9173    24383.396    2031.9497    10399.2812    10399.2812
-0.0006    0.0025    -0.0015    34787.1983    2174.1999    26197.7966    2183.1497    8589.4017    8589.4017
0.0006    0.004    -0.002    34857.3097    2178.5819    26895.1855    2241.2655    7962.1241    7962.1241
-0.0006    0.0015    -0.001    34865.1045    2179.069    23771.7857    1980.9821    11093.3188    11093.3188
0.001    -0.0015    -0.0015    35001.3774    2187.5861    11250.3095    937.5258    23751.0679    23751.0679
0.0002    -0.0035    0.0015    35067.0942    2191.6934    9668.1294    805.6774    25398.9648    25398.9648
0.0006    0.002    -0.001    35227.1352    2201.696    22036.101    1836.3417    13191.0342    13191.0342
-0.0006    0.0035    -0.002    35228.3825    2201.7739    28788.3019    2399.0252    6440.0806    6440.0806
-0.0006    0.0005    -0.0005    35462.1012    2216.3813    21510.2692    1792.5224    13951.8319    13951.8319
0.001    -0.001    0.0005    35499.7371    2218.7336    13427.7702    1118.9809    22071.9668    22071.9668
0.0008    0.0    0.0    35531.9395    2220.7462    16440.695    1370.0579    19091.2445    19091.2445
0.0008    -0.0005    -0.002    35692.7086    2230.7943    8638.606    719.8838    27054.1026    27054.1026
-0.0002    -0.003    -0.001    35836.7545    2239.7972    12529.9176    1044.1598    23306.8369    23306.8369
-0.0    -0.004    -0.0005    35927.9035    2245.494    15646.111    1303.8426    20281.7924    20281.7924
-0.0008    -0.001    -0.002    35946.7338    2246.6709    6767.5486    563.9624    29179.1852    29179.1852
-0.0004    -0.0015    0.0005    36075.3825    2254.7114    16105.4511    1342.1209    19969.9314    19969.9314
0.0006    0.001    -0.0005    36190.6837    2261.9177    19853.3004    1654.4417    16337.3833    16337.3833
-0.0002    -0.0025    0.001    36199.1186    2262.4449    13197.3357    1099.778    23001.7829    23001.7829
-0.0004    -0.002    -0.0015    36372.1473    2273.2592    9813.4048    817.7837    26558.7425    26558.7425
-0.0006    -0.0005    0.0    36578.1883    2286.1368    19413.2472    1617.7706    17164.9411    17164.9411
-0.0    -0.0035    0.0015    36949.3964    2309.3373    10688.9009    890.7417    26260.4955    26260.4955
0.0004    0.003    -0.0015    37048.1799    2315.5112    26100.647    2175.0539    10947.533    10947.533
-0.0008    0.0025    -0.0015    37065.9694    2316.6231    27983.7822    2331.9819    9082.1872    9082.1872
-0.0008    0.0015    -0.001    37127.2074    2320.4505    25470.0059    2122.5005    11657.2015    11657.2015
0.0004    0.004    -0.002    37139.4806    2321.2175    28700.2019    2391.6835    8439.2787    8439.2787
0.001    -0.0005    -0.002    37441.555    2340.0972    9555.6755    796.3063    27885.8795    27885.8795
0.0004    0.002    -0.001    37475.9697    2342.2481    23665.5864    1972.1322    13810.3833    13810.3833
-0.0008    0.0035    -0.002    37523.8219    2345.2389    30662.053    2555.1711    6861.7689    6861.7689
-0.0006    -0.001    -0.002    37534.0819    2345.8801    7496.5727    624.7144    30037.5092    30037.5092
0.0008    -0.001    0.0005    37550.3371    2346.8961    14674.6486    1222.8874    22875.6885    22875.6885
0.0006    0.0    0.0    37673.3226    2354.5827    17834.9942    1486.2495    19838.3285    19838.3285
-0.0    -0.003    -0.001    37679.7837    2354.9865    13613.4385    1134.4532    24066.3451    24066.3451
-0.0008    0.0005    -0.0005    37707.5359    2356.721    23120.724    1926.727    14586.8119    14586.8119
0.0002    -0.004    -0.0005    37861.7158    2366.3572    16877.0528    1406.4211    20984.663    20984.663
0.001    -0.002    0.001    38053.8934    2378.3683    11913.9838    992.832    26139.9096    26139.9096
-0.0002    -0.002    -0.0015    38124.3934    2382.7746    10749.505    895.7921    27374.8884    27374.8884
-0.0006    -0.0015    0.0005    38213.3659    2388.3354    17480.7196    1456.7266    20732.6463    20732.6463
-0.0004    -0.0025    0.001    38246.3188    2390.3949    14425.1834    1202.0986    23821.1355    23821.1355
0.0004    0.001    -0.0005    38422.85    2401.4281    21395.0204    1782.9184    17027.8296    17027.8296
-0.0008    -0.0005    0.0    38806.9548    2425.4347    20935.9365    1744.6614    17871.0183    17871.0183
-0.0002    -0.0035    0.0015    38905.8136    2431.6133    11769.3278    980.7773    27136.4857    27136.4857
-0.0004    -0.001    -0.002    39195.5449    2449.7216    8285.2521    690.4377    30910.2928    30910.2928
0.0002    0.003    -0.0015    39387.7975    2461.7373    27877.5532    2323.1294    11510.2443    11510.2443
-0.001    0.0025    -0.0015    39418.8555    2463.6785    29829.4232    2485.7853    9589.4323    9589.4323
-0.001    0.0015    -0.001    39463.4252    2466.4641    27227.8814    2268.9901    12235.5438    12235.5438
0.0002    0.004    -0.002    39495.7664    2468.4854    30564.8736    2547.0728    8930.8928    8930.8928
0.0002    -0.003    -0.001    39596.9278    2474.808    14756.6148    1229.7179    24840.3129    24840.3129
0.0006    -0.001    0.0005    39675.052    2479.6908    15981.1824    1331.7652    23693.8697    23693.8697
0.0002    0.002    -0.001    39798.9191    2487.4324    25354.7272    2112.8939    14444.1919    14444.1919
0.0004    -0.004    -0.0005    39869.643    2491.8527    18167.6499    1513.9708    21701.9931    21701.9931
0.0004    0.0    0.0    39888.8207    2493.0513    19288.9487    1607.4124    20599.872    20599.872
-0.001    0.0035    -0.002    39893.3762    2493.336    32595.4594    2716.2883    7297.9167    7297.9167
-0.0    -0.002    -0.0015    39950.7543    2496.9221    11745.2605    978.7717    28205.4939    28205.4939
-0.001    0.0005    -0.0005    40027.0855    2501.6928    24790.834    2065.9028    15236.2514    15236.2514
0.0008    -0.002    0.001    40087.8252    2505.4891    13073.0967    1089.4247    27014.7285    27014.7285
-0.0006    -0.0025    0.001    40367.634    2522.9771    15712.6864    1309.3905    24654.9476    24654.9476
-0.0008    -0.0015    0.0005    40425.4641    2526.5915    18915.6434    1576.3036    21509.8208    21509.8208
0.0002    0.001    -0.0005    40729.1311    2545.5707    22996.3957    1916.3663    17732.7354    17732.7354
-0.0002    -0.001    -0.002    40931.1227    2558.1952    9133.5868    761.1322    31797.5359    31797.5359
-0.0004    -0.0035    0.0015    40936.3456    2558.5216    12909.41    1075.7842    28026.9355    28026.9355
-0.001    -0.0005    0.0    41109.8361    2569.3648    22518.2811    1876.5234    18591.5551    18591.5551
0.001    -0.003    0.0015    41127.1401    2570.4463    10564.6917    880.391    30562.4484    30562.4484
0.0004    -0.003    -0.001    41588.1867    2599.2617    15959.4465    1329.9539    25628.7402    25628.7402
-0.0    0.003    -0.0015    41801.53    2612.5956    29714.1148    2476.1762    12087.4152    12087.4152
0.0002    -0.002    -0.0015    41851.2302    2615.7019    12800.6713    1066.7226    29050.5589    29050.5589
0.0004    -0.001    0.0005    41873.8818    2617.1176    17347.3714    1445.6143    24526.5104    24526.5104
-0.0    0.004    -0.002    41926.1672    2620.3854    32489.2006    2707.4334    9436.9665    9436.9665
0.0006    -0.004    -0.0005    41951.685    2621.9803    19517.9023    1626.4919    22433.7827    22433.7827
0.0002    0.0    0.0    42178.4336    2636.1521    20802.5585    1733.5465    21375.875    21375.875
0.0006    -0.002    0.001    42195.8719    2637.242    14291.865    1190.9887    27904.0069    27904.0069
-0.0    0.002    -0.001    42195.9833    2637.249    27103.5233    2258.6269    15092.46    15092.46
-0.0008    -0.0025    0.001    42563.064    2660.1915    17059.8447    1421.6537    25503.2193    25503.2193
-0.001    -0.0015    0.0005    42711.6773    2669.4798    20410.2225    1700.8519    22301.4547    22301.4547
-0.0    -0.001    -0.002    42740.8155    2671.301    10041.5768    836.7981    32699.2386    32699.2386
-0.001    -0.0035    -0.001    42755.9137    2672.2446    14210.0628    1184.1719    28545.8508    28545.8508
-0.0006    -0.0035    0.0015    43040.9925    2690.062    14109.1476    1175.7623    28931.8449    28931.8449
-0.0    0.001    -0.0005    43109.5271    2694.3454    24657.4263    2054.7855    18452.1008    18452.1008
0.0008    -0.003    0.0015    43144.4037    2696.5252    11636.0392    969.6699    31508.3645    31508.3645
0.0006    -0.003    -0.001    43653.5606    2728.3475    17221.9335    1435.1611    26431.6271    26431.6271
0.0004    -0.002    -0.0015    43825.8209    2739.1138    13915.7375    1159.6448    29910.0834    29910.0834
0.0008    -0.004    -0.0005    44107.842    2756.7401    20927.8101    1743.9842    23180.0319    23180.0319
0.0002    -0.001    0.0005    44146.8265    2759.1767    18773.2158    1564.4347    25373.6107    25373.6107
-0.0002    0.003    -0.0015    44289.3774    2768.0861    31610.3317    2634.1943    12679.0457    12679.0457
0.0004    -0.002    0.001    44378.0334    2773.6271    15570.2886    1297.524    28807.7449    28807.7449
-0.0002    0.004    -0.002    44430.6828    2776.9177    34473.183    2872.7653    9957.4997    9957.4997
-0.0    0.0    0.0    44542.1614    2783.8851    22375.8237    1864.652    22166.3376    22166.3376
0.0002    -0.001    -0.002    44624.6231    2789.0389    11009.2222    917.4352    33615.4009    33615.4009
0.001    0.0035    -0.0015    44660.8412    2791.3026    29691.43    2474.2858    14969.4112    14969.4112
-0.0002    0.002    -0.001    44667.1625    2791.6977    28911.9748    2409.3312    15755.1877    15755.1877
0.001    -0.004    0.002    44719.4774    2794.9673    9379.8941    781.6578    35339.5833    35339.5833
-0.0008    -0.0035    -0.001    44733.9042    2795.869    15344.1597    1278.68    29389.7445    29389.7445
-0.001    -0.0025    0.001    44832.6089    2802.0381    18466.6584    1538.8882    26365.9505    26365.9505
-0.0008    -0.0035    0.0015    45219.7543    2826.2346    15368.5405    1280.7117    29851.2138    29851.2138
0.0006    -0.003    0.0015    45235.7822    2827.2364    12767.042    1063.9202    32468.7402    32468.7402
-0.001    -0.0025    -0.0015    45376.7679    2836.048    12332.8351    1027.7363    33043.9328    33043.9328
0.001    0.0025    -0.001    45405.1781    2837.8236    27071.7889    2255.9824    18333.3891    18333.3891
-0.0002    0.001    -0.0005    45564.038    2847.7524    26378.1123    2198.176    19185.9257    19185.9257
0.0008    -0.003    -0.001    45793.0493    2862.0656    18544.0758    1545.3396    27248.9735    27248.9735
0.0006    -0.002    -0.0015    45874.5265    2867.1579    15090.459    1257.5383    30784.0675    30784.0675
0.001    -0.004    -0.0005    46338.1138    2896.1321    22397.3732    1866.4478    23940.7407    23940.7407
-0.0    -0.001    0.0005    46493.886    2905.8679    20258.7155    1688.2263    26235.1705    26235.1705
0.0004    -0.001    -0.002    46582.5456    2911.4091    12036.5229    1003.0436    34546.0226    34546.0226
0.0002    -0.002    0.001    46634.3099    2914.6444    16908.3675    1409.0306    29725.9424    29725.9424
0.001    0.0015    -0.0005    46668.6054    2916.7878    24616.6423    2051.3869    22051.9631    22051.9631
0.0008    -0.004    0.002    46720.0727    2920.0045    10363.4761    863.623    36356.5966    36356.5966
-0.0006    -0.0035    -0.001    46786.0096    2924.1256    16537.912    1378.1593    30248.0976    30248.0976
-0.0004    0.003    -0.0015    46851.3396    2928.2087    33566.2039    2797.1837    13285.1357    13285.1357
-0.0002    0.0    0.0    46980.004    2936.2503    24008.7442    2000.7287    22971.2598    22971.2598
-0.0004    0.004    -0.002    47009.3132    2938.0821    36516.8207    3043.0684    10492.4925    10492.4925
0.0008    0.0035    -0.0015    47209.535    2950.5959    31578.5675    2631.5473    15630.9675    15630.9675
-0.0004    0.002    -0.001    47212.4565    2950.7785    30780.0816    2565.0068    16432.3749    16432.3749
