#! dEb_Eb[f,0]/  dP_P[f,1]/   dth[f,2]/    total_chi2[f,3]/    total_redChi2[f,4]/    total_chi2_elec[f,5]/    total_redChi2_elec[f,6]/    total_chi2_prot[f,7]/    total_redChi2_prot[f,8]/ 
0.0006    -0.001    -0.0005    3239.4085    202.463    1800.5871    150.0489    1438.8213    1438.8213
0.0008    -0.002    0.0    3240.178    202.5111    1336.2785    111.3565    1903.8995    1903.8995
0.001    -0.0035    0.0005    3304.3598    206.5225    1965.6527    163.8044    1338.7071    1338.7071
0.0002    -0.0035    0.0005    3323.0326    207.6895    1527.1534    127.2628    1795.8792    1795.8792
0.0006    0.0    -0.001    3342.0296    208.8768    2191.88    182.6567    1150.1496    1150.1496
-0.0004    -0.002    -0.0005    3350.9638    209.4352    1362.7435    113.562    1988.2203    1988.2203
-0.0006    -0.002    -0.0005    3365.1795    210.3237    1467.5567    122.2964    1897.6228    1897.6228
-0.001    -0.003    0.0    3365.9941    210.3746    1822.9808    151.9151    1543.0133    1543.0133
-0.0    -0.003    0.0    3378.257    211.1411    1737.7422    144.8119    1640.5148    1640.5148
-0.0002    -0.002    -0.0005    3410.863    213.1789    1317.5856    109.7988    2093.2774    2093.2774
-0.0006    -0.004    0.0005    3451.0202    215.6888    1916.7765    159.7314    1534.2437    1534.2437
-0.0008    -0.002    -0.0005    3453.51    215.8444    1632.0252    136.0021    1821.4848    1821.4848
-0.0004    -0.0015    -0.0005    3462.9814    216.4363    2095.6631    174.6386    1367.3183    1367.3183
-0.0004    -0.004    0.0005    3470.141    216.8838    1987.4943    165.6245    1482.6468    1482.6468
0.0008    0.001    -0.0015    3498.0367    218.6273    2246.8606    187.2384    1251.1761    1251.1761
-0.0008    -0.004    0.0005    3506.0143    219.1259    1905.7141    158.8095    1600.3002    1600.3002
-0.0    -0.0035    0.0005    3512.988    219.5617    1566.6669    130.5556    1946.321    1946.321
-0.0002    -0.0005    -0.001    3527.2962    220.456    2055.7857    171.3155    1471.5105    1471.5105
-0.0004    -0.0025    0.0    3529.5671    220.5979    1877.9143    156.4929    1651.6528    1651.6528
-0.0    -0.002    -0.0005    3544.8771    221.5548    1332.0831    111.0069    2212.794    2212.794
-0.0002    -0.004    0.0005    3563.3767    222.711    2117.8673    176.4889    1445.5094    1445.5094
0.0008    0.0005    -0.0015    3569.6559    223.1035    860.1577    71.6798    2709.4982    2709.4982
0.0002    -0.003    0.0    3603.0542    225.1909    1899.6605    158.305    1703.3937    1703.3937
0.0006    0.0005    -0.0015    3603.9396    225.2462    1071.7671    89.3139    2532.1725    2532.1725
0.001    0.0005    -0.0015    3609.4871    225.5929    708.2037    59.017    2901.2835    2901.2835
-0.001    -0.002    -0.0005    3615.9554    225.9972    1856.1491    154.6791    1759.8064    1759.8064
-0.001    -0.004    0.0005    3635.1233    227.1952    1954.307    162.8589    1680.8162    1680.8162
0.0006    -0.002    0.0    3655.8778    228.4924    1573.7887    131.1491    2082.0891    2082.0891
0.0004    0.0005    -0.0015    3712.3382    232.0211    1343.0318    111.9193    2369.3064    2369.3064
-0.0    -0.004    0.0005    3730.7273    233.1705    2307.8957    192.3246    1422.8316    1422.8316
0.0004    -0.001    -0.0005    3745.8914    234.1182    2185.5182    182.1265    1560.3732    1560.3732
0.0002    -0.002    -0.0005    3753.0061    234.5629    1406.2359    117.1863    2346.7702    2346.7702
-0.0002    -0.0035    0.0005    3777.0582    236.0661    1665.8358    138.8196    2111.2224    2111.2224
0.0004    0.0    -0.001    3865.1807    241.5738    2664.5764    222.048    1200.6043    1200.6043
0.001    -0.003    0.0005    3867.4893    241.7181    1271.6505    105.9709    2595.8388    2595.8388
0.0002    0.0005    -0.0015    3894.8516    243.4282    1673.9518    139.496    2220.8998    2220.8998
0.0004    -0.003    0.0    3901.9663    243.8729    2121.2341    176.7695    1780.7322    1780.7322
-0.0006    -0.0015    -0.0005    3908.6179    244.2886    2489.6735    207.4728    1418.9443    1418.9443
-0.0004    -0.0005    -0.001    3915.486    244.7179    2477.9063    206.4922    1437.5797    1437.5797
-0.0006    -0.0025    0.0    3958.5354    247.4085    2184.1593    182.0133    1774.3761    1774.3761
0.0006    0.001    -0.0015    3963.7412    247.7338    2747.6672    228.9723    1216.0739    1216.0739
0.0002    -0.004    0.0005    3972.1927    248.262    2557.5795    213.1316    1414.6133    1414.6133
0.0004    -0.002    -0.0005    4035.25    252.2031    1540.0441    128.337    2495.2059    2495.2059
-0.0004    -0.001    -0.001    4070.0109    254.3757    1297.1098    108.0925    2772.9011    2772.9011
-0.0006    -0.001    -0.001    4100.8948    256.3059    1489.6884    124.1407    2611.2064    2611.2064
-0.0002    -0.001    -0.001    4113.2419    257.0776    1164.1864    97.0155    2949.0555    2949.0555
-0.0004    -0.0035    0.0005    4115.2434    257.2027    1824.66    152.055    2290.5834    2290.5834
0.0004    -0.002    0.0    4145.6925    259.1058    1870.9543    155.9129    2274.7382    2274.7382
-0.0    0.0005    -0.0015    4151.4799    259.4675    2064.5272    172.0439    2086.9527    2086.9527
0.0008    -0.003    0.0005    4192.406    262.0254    1361.74    113.4783    2830.6661    2830.6661
-0.0008    -0.001    -0.001    4205.8936    262.8683    1741.9224    145.1602    2463.9712    2463.9712
0.001    0.002    -0.002    4213.9126    263.3695    2350.4601    195.8717    1863.4525    1863.4525
-0.0    -0.001    -0.001    4230.5878    264.4117    1090.9184    90.9099    3139.6693    3139.6693
0.0006    -0.003    0.0    4274.9933    267.1871    2402.463    200.2053    1872.5303    1872.5303
0.0004    -0.004    0.0005    4287.7731    267.9858    2866.9185    238.9099    1420.8546    1420.8546
0.0002    -0.001    -0.0005    4326.4892    270.4056    2630.1045    219.1754    1696.3847    1696.3847
-0.0006    -0.0005    -0.001    4377.7908    273.6119    2959.6822    246.6402    1418.1086    1418.1086
-0.001    -0.001    -0.001    4385.0072    274.063    2053.8117    171.151    2331.1955    2331.1955
0.0006    -0.002    -0.0005    4391.6087    274.4755    1733.5075    144.459    2658.1012    2658.1012
0.0002    -0.001    -0.001    4422.0485    276.378    1077.3058    89.7755    3344.7427    3344.7427
-0.0008    -0.0015    -0.0005    4428.3692    276.7731    2943.3393    245.2783    1485.0299    1485.0299
-0.0008    -0.0025    0.0    4461.6185    278.8512    2550.0596    212.505    1911.5589    1911.5589
0.0002    0.0    -0.001    4462.4468    278.9029    3196.9283    266.4107    1265.5185    1265.5185
-0.0002    0.0005    -0.0015    4482.2231    280.1389    2514.7579    209.5632    1967.4652    1967.4652
0.0004    0.001    -0.0015    4503.5606    281.4725    3308.1292    275.6774    1195.4314    1195.4314
-0.0006    -0.0035    0.0005    4527.5434    282.9715    2043.1395    170.2616    2484.4039    2484.4039
0.0006    -0.003    0.0005    4591.4376    286.9648    1511.4847    125.9571    3079.9529    3079.9529
0.0008    0.002    -0.002    4622.1705    288.8857    2879.3768    239.9481    1742.7937    1742.7937
-0.001    -0.0035    0.0    4631.1446    289.4465    2163.5593    180.2966    2467.5853    2467.5853
0.0006    -0.004    0.0005    4677.4683    292.3418    3235.9129    269.6594    1441.5554    1441.5554
0.0004    -0.001    -0.001    4687.6241    292.9765    1123.3485    93.6124    3564.2757    3564.2757
0.0002    -0.002    0.0    4709.6221    294.3514    2227.7752    185.6479    2481.8469    2481.8469
0.0008    -0.003    0.0    4722.1351    295.1334    2743.3473    228.6123    1978.7879    1978.7879
0.0008    -0.002    -0.0005    4822.0824    301.3801    1986.6263    165.5522    2835.456    2835.456
-0.0004    0.0005    -0.0015    4887.0812    305.4426    3024.6439    252.0537    1862.4373    1862.4373
-0.0008    -0.0005    -0.001    4914.2104    307.1381    3501.1134    291.7595    1413.0969    1413.0969
-0.0008    -0.0035    0.0    4916.7883    307.2993    2316.3982    193.0332    2600.3901    2600.3901
0.0008    0.0015    -0.002    4960.3321    310.0208    1044.797    87.0664    3915.5352    3915.5352
-0.0    -0.001    -0.0005    4981.2019    311.3251    3134.3462    261.1955    1846.8557    1846.8557
0.001    0.0015    -0.002    4983.4951    311.4684    805.0775    67.0898    4178.4176    4178.4176
0.0006    0.0015    -0.002    5011.284    313.2053    1344.1718    112.0143    3667.1122    3667.1122
-0.0008    -0.0035    0.0005    5013.9583    313.3724    2321.2743    193.4395    2692.684    2692.684
-0.001    -0.0015    -0.0005    5022.2355    313.8897    3456.6604    288.055    1565.5751    1565.5751
0.0006    -0.001    -0.001    5027.3147    314.2072    1229.0465    102.4205    3798.2682    3798.2682
-0.001    -0.0025    0.0    5038.8166    314.926    2975.6152    247.9679    2063.2013    2063.2013
0.0004    -0.003    0.0005    5064.5841    316.5365    1720.8848    143.4071    3343.6992    3343.6992
0.0006    0.002    -0.002    5104.5432    319.034    3467.9489    288.9957    1636.5943    1636.5943
0.0002    0.001    -0.0015    5117.4948    319.8434    3928.2464    327.3539    1189.2484    1189.2484
-0.0    0.0    -0.001    5133.8277    320.8642    3788.9354    315.7446    1344.8923    1344.8923
0.0004    0.0015    -0.002    5136.3508    321.0219    1703.202    141.9335    3433.1489    3433.1489
0.0008    -0.004    0.0005    5141.2784    321.3299    3664.5626    305.3802    1476.7157    1476.7157
-0.001    -0.0025    -0.0005    5147.6484    321.728    1748.8506    145.7375    3398.7978    3398.7978
0.001    0.0005    -0.001    5219.5472    326.2217    3568.2945    297.3579    1651.2527    1651.2527
0.001    -0.003    0.0    5243.3919    327.712    3143.8868    261.9906    2099.505    2099.505
-0.0006    -0.0035    0.0    5276.5468    329.7842    2528.8923    210.741    2747.6545    2747.6545
-0.0004    0.0    -0.0015    5308.1484    331.7593    1395.9704    116.3309    3912.178    3912.178
0.001    -0.002    -0.0005    5326.6709    332.9169    2299.4004    191.6167    3027.2704    3027.2704
-0.0002    0.0    -0.0015    5334.7112    333.4194    1175.2816    97.9401    4159.4296    4159.4296
0.0002    0.0015    -0.002    5335.5325    333.4708    2121.8875    176.824    3213.645    3213.645
-0.0    -0.002    0.0    5347.6665    334.2292    2644.2514    220.3543    2703.4151    2703.4151
0.001    -0.004    0.001    5355.476    334.7173    1549.3719    129.1143    3806.1042    3806.1042
-0.0006    0.0    -0.0015    5355.7006    334.7313    1676.3145    139.6929    3679.386    3679.386
-0.0006    0.0005    -0.0015    5366.0541    335.3784    3594.1853    299.5154    1771.8689    1771.8689
-0.0008    -0.0025    -0.0005    5416.6238    338.539    1813.924    151.1603    3602.6998    3602.6998
0.001    -0.0005    -0.0005    5416.8049    338.5503    2904.6557    242.0546    2512.1493    2512.1493
-0.0    0.0    -0.0015    5435.3888    339.7118    1014.2482    84.5207    4421.1407    4421.1407
0.0008    -0.001    -0.001    5441.12    340.07    1394.3998    116.2    4046.7203    4046.7203
-0.0008    0.0    -0.0015    5477.3676    342.3355    2016.314    168.0262    3461.0536    3461.0536
-0.001    -0.0005    -0.001    5524.7448    345.2966    4102.2    341.85    1422.5449    1422.5449
0.001    0.0015    -0.0015    5541.3799    346.3362    4396.4278    366.369    1144.9521    1144.9521
-0.001    -0.0035    0.0005    5574.4881    348.4055    2659.0645    221.5887    2915.4236    2915.4236
-0.0    0.0015    -0.002    5608.8291    350.5518    2600.2283    216.6857    3008.6007    3008.6007
0.0002    0.0    -0.0015    5610.1814    350.6363    912.8701    76.0725    4697.3113    4697.3113
0.0002    -0.003    0.0005    5611.8454    350.7403    1989.9402    165.8284    3621.9052    3621.9052
0.0004    0.002    -0.002    5661.0308    353.8144    4116.1763    343.0147    1544.8545    1544.8545
0.0008    -0.004    0.001    5663.7245    353.9828    1551.6958    129.308    4112.0287    4112.0287
-0.001    0.0    -0.0015    5673.1494    354.5718    2415.9688    201.3307    3257.1807    3257.1807
0.001    -0.004    0.0005    5679.2033    354.9502    4152.8677    346.0723    1526.3356    1526.3356
-0.0002    -0.001    -0.0005    5710.0294    356.8768    3698.2432    308.1869    2011.7863    2011.7863
-0.0004    -0.0035    0.0    5710.4202    356.9013    2801.0419    233.4202    2909.3784    2909.3784
-0.0006    -0.0025    -0.0005    5759.7141    359.9821    1938.6527    161.5544    3821.0614    3821.0614
-0.0    0.001    -0.0015    5805.544    362.8465    4608.019    384.0016    1197.5249    1197.5249
0.0004    0.0    -0.0015    5859.0888    366.193    871.1473    72.5956    4987.9415    4987.9415
-0.0002    0.0    -0.001    5879.3235    367.4577    4440.5979    370.0498    1438.7256    1438.7256
-0.0008    0.0005    -0.0015    5919.142    369.9464    4223.382    351.9485    1695.76    1695.76
0.001    -0.001    -0.001    5929.0403    370.565    1619.4085    134.9507    4309.6319    4309.6319
-0.0002    0.0015    -0.002    5956.2405    372.265    3138.2245    261.5187    2818.016    2818.016
0.0008    0.0005    -0.001    6025.8894    376.6181    4210.8776    350.9065    1815.0118    1815.0118
0.0006    -0.004    0.001    6046.0878    377.8805    1613.6751    134.4729    4432.4127    4432.4127
-0.0002    -0.002    0.0    6059.8259    378.7391    3120.3829    260.0319    2939.4429    2939.4429
0.001    -0.0015    0.0    6133.1531    383.3221    2405.5112    200.4593    3727.6419    3727.6419
-0.0004    -0.0025    -0.0005    6176.9193    386.0575    2123.0367    176.9197    4053.8825    4053.8825
0.0006    0.0    -0.0015    6182.111    386.3819    889.0798    74.09    5293.0312    5293.0312
-0.001    -0.0015    -0.001    6183.2425    386.4527    1498.6363    124.8864    4684.6063    4684.6063
0.0008    -0.0005    -0.0005    6206.4789    387.9049    3459.4733    288.2894    2747.0057    2747.0057
-0.0002    -0.0035    0.0    6218.4085    388.6505    3132.8467    261.0706    3085.5618    3085.5618
-0.0    -0.003    0.0005    6233.2216    389.5764    2318.651    193.2209    3914.5706    3914.5706
0.0002    0.002    -0.002    6291.6333    393.2271    4824.059    402.0049    1467.5743    1467.5743
0.0008    0.0015    -0.0015    6364.3904    397.7744    5126.7763    427.2314    1237.614    1237.614
-0.0004    0.0015    -0.002    6377.7668    398.6104    3735.876    311.323    2641.8908    2641.8908
0.001    0.0025    -0.002    6382.3031    398.8939    5389.0555    449.088    993.2476    993.2476
-0.0008    -0.0015    -0.001    6435.5497    402.2219    1475.9442    122.9953    4959.6055    4959.6055
0.0004    -0.004    0.001    6502.5661    406.4104    1735.3098    144.6091    4767.2563    4767.2563
-0.0004    -0.001    -0.0005    6512.9719    407.0607    4321.7955    360.1496    2191.1764    2191.1764
-0.001    0.0005    -0.0015    6546.3447    409.1465    4912.234    409.3528    1634.1107    1634.1107
-0.0002    0.001    -0.0015    6567.708    410.4818    5347.447    445.6206    1220.261    1220.261
0.0008    0.0    -0.0015    6579.2482    411.203    966.6677    80.5556    5612.5805    5612.5805
-0.0002    -0.0025    -0.0005    6668.2393    416.765    2367.0761    197.2563    4301.1632    4301.1632
-0.0004    0.0    -0.001    6698.9342    418.6834    5151.9157    429.3263    1547.0185    1547.0185
-0.0006    -0.0015    -0.001    6761.9718    422.6232    1512.9074    126.0756    5249.0643    5249.0643
-0.0    -0.0035    0.0    6800.5117    425.032    3524.3069    293.6922    3276.2048    3276.2048
-0.0004    -0.002    0.0    6846.1001    427.8813    3656.1698    304.6808    3189.9303    3189.9303
-0.0006    0.0015    -0.002    6873.408    429.588    4393.1828    366.0986    2480.2252    2480.2252
0.0008    -0.0015    0.0    6906.1589    431.6349    2872.5634    239.3803    4033.5955    4033.5955
0.0006    0.0005    -0.001    6906.3465    431.6467    4913.116    409.4263    1993.2306    1993.2306
-0.0002    -0.003    0.0005    6928.7127    433.0445    2707.0171    225.5848    4221.6956    4221.6956
-0.0    0.002    -0.002    6996.3507    437.2719    5591.5971    465.9664    1404.7536    1404.7536
0.0002    -0.004    0.001    7033.1592    439.5724    1916.5997    159.7166    5116.5595    5116.5595
0.001    0.0    -0.0015    7050.5002    440.6563    1103.9109    91.9926    5946.5893    5946.5893
-0.0004    0.001    -0.002    7065.3764    441.586    1659.3255    138.2771    5406.0509    5406.0509
0.0006    -0.0005    -0.0005    7070.2678    441.8917    4073.9462    339.4955    2996.3216    2996.3216
-0.0002    0.001    -0.002    7075.271    442.2044    1350.8713    112.5726    5724.3997    5724.3997
-0.0006    0.001    -0.002    7129.5968    445.5998    2027.4351    168.9529    5102.1617    5102.1617
-0.0    0.001    -0.002    7159.2804    447.455    1102.0723    91.8394    6057.208    6057.208
-0.0004    -0.0015    -0.001    7162.5087    447.6568    1609.526    134.1272    5552.9827    5552.9827
0.0008    0.0025    -0.002    7221.9818    451.3739    6207.1695    517.2641    1014.8123    1014.8123
-0.0    -0.0025    -0.0005    7233.6743    452.1046    2670.7708    222.5642    4562.9034    4562.9034
0.0006    0.0015    -0.0015    7261.5157    453.8447    5916.7802    493.065    1344.7355    1344.7355
-0.0008    0.001    -0.002    7267.932    454.2458    2455.2    204.6    4812.732    4812.732
0.0002    0.001    -0.002    7317.4047    457.3378    912.9288    76.0774    6404.4759    6404.4759
0.001    -0.0025    0.0005    7368.5918    460.537    2070.8612    172.5718    5297.7306    5297.7306
-0.0006    -0.001    -0.0005    7390.0292    461.8768    5005.0032    417.0836    2385.026    2385.026
-0.0004    0.001    -0.0015    7403.9869    462.7492    6146.5302    512.2109    1257.4567    1257.4567
-0.0008    0.0015    -0.002    7443.164    465.1978    5110.1449    425.8454    2333.0191    2333.0191
0.0002    -0.0035    0.0    7456.7297    466.0456    3975.4224    331.2852    3481.3074    3481.3074
-0.001    0.001    -0.002    7480.3821    467.5239    2942.6202    245.2184    4537.7619    4537.7619
0.0004    0.001    -0.002    7549.6438    471.8527    783.4405    65.2867    6766.2033    6766.2033
-0.0006    0.0    -0.001    7592.6597    474.5412    5922.8888    493.5741    1669.7709    1669.7709
-0.0002    -0.0015    -0.001    7637.1606    477.3225    1765.8    147.15    5871.3606    5871.3606
-0.0    -0.004    0.001    7637.8672    477.3667    2157.545    179.7954    5480.3222    5480.3222
-0.0004    -0.003    0.0005    7698.3187    481.1449    3155.0385    262.9199    4543.2802    4543.2802
-0.0006    -0.002    0.0    7706.4892    481.6556    4251.612    354.301    3454.8771    3454.8771
-0.001    -0.0005    -0.0015    7737.9272    483.6204    1412.9164    117.743    6325.0108    6325.0108
0.0006    -0.0015    0.0    7753.2795    484.58    3399.2708    283.2726    4354.0087    4354.0087
-0.0002    0.002    -0.002    7775.183    485.9489    6418.7905    534.8992    1356.3925    1356.3925
0.0006    0.001    -0.002    7855.9979    490.9999    713.6076    59.4673    7142.3903    7142.3903
0.0004    0.0005    -0.001    7860.9185    491.3074    5675.0097    472.9175    2185.9088    2185.9088
0.0002    -0.0025    -0.0005    7873.2241    492.0765    3034.1209    252.8434    4839.1032    4839.1032
-0.0008    -0.0005    -0.0015    7973.5661    498.3479    1302.4588    108.5382    6671.1073    6671.1073
0.0004    -0.0005    -0.0005    8008.1716    500.5107    4748.0744    395.6729    3260.0971    3260.0971
-0.001    0.0015    -0.002    8087.035    505.4397    5886.7624    490.5635    2200.2726    2200.2726
0.0008    -0.0025    0.0005    8124.9293    507.8081    2450.1479    204.179    5674.7814    5674.7814
0.0006    0.0025    -0.002    8135.7753    508.486    7084.9388    590.4116    1050.8366    1050.8366
-0.0    -0.0015    -0.001    8185.9273    511.6205    1981.7292    165.1441    6204.1981    6204.1981
0.0004    -0.0035    0.0    8187.0627    511.6914    4486.1932    373.8494    3700.8694    3700.8694
0.0004    0.0015    -0.0015    8232.7559    514.5472    6766.4394    563.8699    1466.3166    1466.3166
0.0008    0.001    -0.002    8236.4668    514.7792    703.43    58.6192    7533.0368    7533.0368
-0.0006    -0.0005    -0.0015    8283.32    517.7075    1251.6566    104.3047    7031.6633    7031.6633
-0.0006    0.001    -0.0015    8314.3807    519.6488    7005.2688    583.7724    1309.1118    1309.1118
-0.0002    -0.004    0.001    8316.69    519.7931    2458.1457    204.8455    5858.5444    5858.5444
-0.0008    -0.001    -0.0005    8341.2014    521.3251    5747.8662    478.9889    2593.3352    2593.3352
-0.0006    -0.003    0.0005    8542.0396    533.8775    3662.7152    305.2263    4879.3243    4879.3243
-0.0008    0.0    -0.001    8560.5002    535.0313    6753.5173    562.7931    1806.9829    1806.9829
0.0004    -0.0025    -0.0005    8586.8888    536.6805    3457.1263    288.0939    5129.7625    5129.7625
-0.0004    0.002    -0.002    8628.1301    539.2581    7305.6392    608.8033    1322.4909    1322.4909
-0.0008    -0.002    0.0    8640.9931    540.0621    4906.7096    408.8925    3734.2836    3734.2836
-0.0004    -0.0005    -0.0015    8667.1887    541.6993    1260.5098    105.0425    7406.6789    7406.6789
0.0004    -0.0015    0.0    8674.5151    542.1572    3985.6336    332.1361    4688.8814    4688.8814
0.001    0.001    -0.002    8691.0506    543.1907    752.9077    62.7423    7938.1429    7938.1429
0.0002    -0.0015    -0.001    8808.8089    550.5506    2257.3138    188.1095    6551.4951    6551.4951
-0.001    -0.004    0.0    8834.2682    552.1418    3997.3506    333.1125    4836.9176    4836.9176
0.0002    0.0005    -0.001    8889.6054    555.6003    6496.5588    541.3799    2393.0466    2393.0466
0.0006    -0.0025    0.0005    8955.3817    559.7114    2889.0899    240.7575    6066.2919    6066.2919
0.0006    -0.0035    0.0    8991.5105    561.9694    5056.6194    421.3849    3934.8911    3934.8911
0.0002    -0.0005    -0.0005    9020.1902    563.7619    5481.858    456.8215    3538.3322    3538.3322
-0.0004    -0.004    0.001    9069.6278    566.8517    2818.4016    234.8668    6251.2262    6251.2262
0.001    -0.0035    0.001    9123.1209    570.1951    1900.7056    158.3921    7222.4153    7222.4153
0.0004    0.0025    -0.002    9123.6838    570.2302    8022.3634    668.5303    1101.3204    1101.3204
-0.0002    -0.0005    -0.0015    9125.1723    570.3233    1329.0182    110.7515    7796.1541    7796.1541
0.0002    0.0015    -0.0015    9278.111    579.8819    7675.7539    639.6462    1602.3572    1602.3572
-0.0008    0.001    -0.0015    9298.8894    581.1806    7923.6628    660.3052    1375.2266    1375.2266
-0.001    -0.001    -0.0005    9366.4885    585.4055    6550.3845    545.8654    2816.1039    2816.1039
0.0006    -0.0025    -0.0005    9374.6683    585.9168    3939.787    328.3156    5434.8814    5434.8814
-0.0008    -0.003    0.0005    9459.8753    591.2422    4230.0473    352.5039    5229.828    5229.828
0.0004    -0.0015    -0.001    9505.8053    594.1128    2592.5537    216.0461    6913.2516    6913.2516
-0.0008    -0.004    0.0    9551.3327    596.9583    4439.3867    369.9489    5111.946    5111.946
-0.0006    0.002    -0.002    9555.1921    597.1995    8252.1433    687.6786    1303.0488    1303.0488
-0.001    0.0    -0.001    9602.4555    600.1535    7643.8011    636.9834    1958.6544    1958.6544
-0.001    -0.003    -0.0005    9617.3143    601.0821    3134.7649    261.2304    6482.5494    6482.5494
-0.001    -0.002    0.0    9649.612    603.1007    5621.4624    468.4552    4028.1495    4028.1495
-0.0    -0.0005    -0.0015    9657.2707    603.5794    1457.182    121.4318    8200.0887    8200.0887
0.0002    -0.0015    0.0    9669.8655    604.3666    4631.6518    385.971    5038.2137    5038.2137
-0.001    0.0005    -0.002    9811.7023    613.2314    1491.6909    124.3076    8320.0114    8320.0114
0.0004    -0.0025    0.0005    9859.949    616.2468    3387.6872    282.3073    6472.2618    6472.2618
0.0008    -0.0035    0.001    9862.7902    616.4244    2192.2268    182.6856    7670.5634    7670.5634
0.0008    -0.0035    0.0    9870.0732    616.8796    5686.7009    473.8917    4183.3723    4183.3723
-0.0006    -0.004    0.001    9896.6804    618.5425    3238.3129    269.8594    6658.3675    6658.3675
-0.0    0.0005    -0.001    9992.4071    624.5254    7377.7631    614.8136    2614.644    2614.644
-0.0008    0.0005    -0.002    10030.673    626.9171    1293.4679    107.789    8737.2051    8737.2051
-0.0    -0.0005    -0.0005    10106.3237    631.6452    6275.297    522.9414    3831.0268    3831.0268
0.0002    0.0025    -0.002    10185.7071    636.6067    9019.4434    751.6203    1166.2637    1166.2637
0.0008    -0.0025    -0.0005    10236.5628    639.7852    4482.103    373.5086    5754.4598    5754.4598
0.0002    -0.0005    -0.0015    10263.4841    641.4678    1645.0011    137.0834    8618.483    8618.483
0.0006    -0.0015    -0.001    10276.9167    642.3073    2987.449    248.9541    7289.4677    7289.4677
-0.0008    -0.003    -0.0005    10317.7105    644.8569    3489.0355    290.753    6828.675    6828.675
-0.0006    0.0005    -0.002    10323.7586    645.2349    1154.9002    96.2417    9168.8584    9168.8584
-0.0006    -0.004    0.0    10342.512    646.407    4941.0781    411.7565    5401.4339    5401.4339
-0.001    0.001    -0.0015    10357.5129    647.3446    8901.712    741.8093    1455.8009    1455.8009
