#! dEb_Eb[f,0]/  dP_P[f,1]/   dth[f,2]/    total_chi2[f,3]/    total_redChi2[f,4]/    total_chi2_elec[f,5]/    total_redChi2_elec[f,6]/    total_chi2_prot[f,7]/    total_redChi2_prot[f,8]/ 
0.001    -0.003    0.002    79284.2918    4172.8575    48650.8421    3243.3895    30633.4496    30633.4496
0.001    0.0025    -0.002    79847.8138    4202.5165    79328.627    5288.5751    519.1868    519.1868
0.0002    0.0    -0.0005    80024.3426    4211.8075    76327.5527    5088.5035    3696.7899    3696.7899
0.0002    -0.0035    0.002    80240.0122    4223.1585    53338.643    3555.9095    26901.3692    26901.3692
0.0006    -0.0025    -0.0005    80569.4623    4240.498    77836.2519    5189.0835    2733.2104    2733.2104
0.0008    -0.003    0.0    80716.2443    4248.2234    79715.7207    5314.3814    1000.5236    1000.5236
-0.0    0.0005    -0.001    80942.9167    4260.1535    79501.8285    5300.1219    1441.0882    1441.0882
-0.0006    -0.004    0.0    81305.5086    4279.2373    78628.5219    5241.9015    2676.9868    2676.9868
0.0004    -0.0005    0.0    81524.6091    4290.7689    74109.0882    4940.6059    7415.5208    7415.5208
-0.0008    0.0005    -0.0015    81975.6969    4314.5104    81117.0163    5407.8011    858.6807    858.6807
-0.0002    -0.001    -0.002    82621.9497    4348.5237    66396.0848    4426.4057    16225.865    16225.865
-0.0002    -0.003    0.0015    82622.068    4348.5299    63176.9708    4211.7981    19445.0972    19445.0972
-0.0006    -0.004    0.002    82682.0419    4351.6864    59248.4451    3949.8963    23433.5968    23433.5968
-0.001    -0.0015    -0.002    82748.8086    4355.2005    63471.4267    4231.4284    19277.3819    19277.3819
0.0004    -0.002    -0.001    82841.5209    4360.08    76912.5944    5127.5063    5928.9265    5928.9265
0.001    -0.0035    0.0005    83281.8669    4383.2562    82551.0008    5503.4001    730.8661    730.8661
0.0002    -0.002    0.001    83542.6261    4396.9803    67709.6341    4513.9756    15832.9919    15832.9919
-0.0008    -0.0035    -0.0005    83801.9537    4410.6291    78052.3118    5203.4875    5749.6419    5749.6419
0.0006    -0.0005    -0.002    83981.4002    4420.0737    70542.744    4702.8496    13438.6562    13438.6562
-0.0002    0.001    -0.0015    84280.3315    4435.8069    83631.9156    5575.461    648.4159    648.4159
-0.001    -0.0015    0.0    84487.6466    4446.7182    80389.7676    5359.3178    4097.879    4097.879
-0.0006    -0.002    -0.0015    85179.3285    4483.1226    72111.9301    4807.462    13067.3985    13067.3985
0.0006    0.001    -0.001    85369.8845    4493.1518    83054.0899    5536.9393    2315.7947    2315.7947
0.0006    -0.001    0.0005    85443.7161    4497.0377    72846.435    4856.429    12597.2811    12597.2811
0.0008    0.0005    -0.0005    85638.191    4507.2732    80342.826    5356.1884    5295.365    5295.365
-0.0008    -0.002    0.0005    85763.5266    4513.8698    77823.8557    5188.257    7939.6709    7939.6709
0.0004    0.0015    -0.0015    87520.4186    4606.3378    86721.165    5781.411    799.2536    799.2536
0.0002    -0.0015    -0.0015    87532.42    4606.9695    76944.7482    5129.6499    10587.6718    10587.6718
-0.001    -0.0035    0.0015    87544.0481    4607.5815    70994.9329    4732.9955    16549.1151    16549.1151
0.0002    -0.0035    0.0    87564.934    4608.6807    85827.9924    5721.8662    1736.9417    1736.9417
0.001    0.0    0.0    88325.3381    4648.702    78587.3734    5239.1582    9737.9647    9737.9647
-0.0    -0.003    -0.0005    88605.0326    4663.4228    84411.5355    5627.4357    4193.4971    4193.4971
-0.001    -0.003    -0.001    88717.2393    4669.3284    78431.913    5228.7942    10285.3264    10285.3264
-0.001    0.001    -0.002    88918.8329    4679.9386    86665.9265    5777.7284    2252.9063    2252.9063
0.0004    -0.004    0.0005    88943.676    4681.2461    88200.2605    5880.0174    743.4155    743.4155
0.0008    -0.003    0.002    89444.6112    4707.6111    58100.0136    3873.3342    31344.5977    31344.5977
-0.0006    -0.0025    0.001    89458.2471    4708.3288    76213.7551    5080.917    13244.4921    13244.4921
-0.0006    -0.0005    -0.0005    89846.2976    4728.7525    87198.326    5813.2217    2647.9715    2647.9715
-0.0004    -0.001    0.0    89890.2176    4731.0641    84139.6147    5609.3076    5750.6029    5750.6029
-0.0004    0.0015    -0.002    90036.5868    4738.7677    88717.814    5914.5209    1318.7728    1318.7728
0.0004    -0.0025    0.0015    91112.5337    4795.3965    67895.5916    4526.3728    23216.9421    23216.9421
0.001    -0.001    -0.0015    91371.8208    4809.0432    82999.5675    5533.3045    8372.2534    8372.2534
-0.0    -0.0035    0.002    91423.9356    4811.7861    63855.7277    4257.0485    27568.2079    27568.2079
0.001    0.002    -0.0015    91695.9584    4826.1031    90384.7646    6025.651    1311.1939    1311.1939
0.0008    -0.0015    0.001    91781.6637    4830.6139    72539.5931    4835.9729    19242.0707    19242.0707
-0.0002    -0.0025    -0.001    92063.9718    4845.4722    83950.8899    5596.726    8113.0819    8113.0819
0.0002    0.002    -0.002    92089.7933    4846.8312    91344.0515    6089.6034    745.7418    745.7418
-0.0008    0.0    -0.001    92221.2181    4853.7483    91212.8486    6080.8566    1008.3695    1008.3695
-0.0002    -0.0015    0.0005    92352.9782    4860.6831    82036.7147    5469.1143    10316.2635    10316.2635
-0.0008    -0.0015    -0.002    93745.4147    4933.9692    73940.1419    4929.3428    19805.2728    19805.2728
-0.0    -0.001    -0.002    94642.1598    4981.1663    77932.7132    5195.5142    16709.4465    16709.4465
-0.0008    -0.004    0.002    94889.5692    4994.1879    70833.4429    4722.2295    24056.1262    24056.1262
0.0008    -0.0025    -0.0005    94894.4209    4994.4432    91992.7604    6132.8507    2901.6605    2901.6605
-0.0    0.0    -0.0005    94997.4406    4999.8653    91059.5114    6070.6341    3937.9292    3937.9292
0.0008    0.0025    -0.002    95078.4525    5004.1291    94544.6391    6302.9759    533.8134    533.8134
0.001    -0.003    0.0    95310.6687    5016.351    94249.4641    6283.2976    1061.2047    1061.2047
-0.0004    -0.004    0.0    95349.0763    5018.3724    92514.6141    6167.6409    2834.4623    2834.4623
-0.0004    -0.003    0.0015    95571.8083    5030.0952    75559.4657    5037.2977    20012.3426    20012.3426
-0.0002    0.0005    -0.001    96185.4805    5062.3937    94611.022    6307.4015    1574.4585    1574.4585
0.0002    -0.0005    0.0    96228.2413    5064.6443    88463.812    5897.5875    7764.4293    7764.4293
0.0006    -0.002    -0.001    96897.0136    5099.8428    90691.868    6046.1245    6205.1457    6205.1457
-0.001    0.0005    -0.0015    97014.9793    5106.0515    96183.1825    6412.2122    831.7968    831.7968
0.0008    -0.0005    -0.002    97025.2141    5106.5902    83147.2857    5543.1524    13877.9284    13877.9284
-0.0    -0.002    0.001    97234.5794    5117.6094    80889.626    5392.6417    16344.9534    16344.9534
-0.0006    -0.0035    -0.0005    97576.0556    5135.5819    91561.1691    6104.0779    6014.8865    6014.8865
-0.0004    -0.002    -0.0015    97941.7516    5154.829    84446.0556    5629.737    13495.696    13495.696
-0.0004    0.001    -0.0015    99792.3611    5252.2295    99118.344    6607.8896    674.0171    674.0171
0.0004    -0.001    0.0005    99877.8825    5256.7307    86823.9239    5788.2616    13053.9586    13053.9586
0.001    -0.002    0.0015    100538.452    5291.4975    73188.5624    4879.2375    27349.8895    27349.8895
-0.001    -0.002    0.0005    100748.5496    5302.5552    92448.9957    6163.2664    8299.554    8299.554
0.0006    0.0005    -0.0005    101084.0363    5320.2124    95495.0468    6366.3365    5588.9895    5588.9895
0.0004    0.001    -0.001    101085.1956    5320.2735    98583.5455    6572.2364    2501.6501    2501.6501
0.0006    -0.003    0.002    101101.2818    5321.1201    69037.3603    4602.4907    32063.9215    32063.9215
0.0004    -0.0015    -0.0015    101318.447    5332.5498    90346.7869    6023.1191    10971.6601    10971.6601
-0.0008    -0.003    -0.001    102221.8754    5380.0987    91563.5354    6104.2357    10658.34    10658.34
0.0004    -0.0035    0.0    102632.1056    5401.6898    100781.9978    6718.7999    1850.1078    1850.1078
0.0002    -0.003    -0.0005    103402.7384    5442.2494    98988.3061    6599.2204    4414.4324    4414.4324
0.0008    0.0    0.0    103501.7175    5447.4588    93362.3593    6224.1573    10139.3583    10139.3583
0.0002    0.0015    -0.0015    103505.1955    5447.6419    102627.8556    6841.857    877.3399    877.3399
-0.0002    -0.0035    0.002    104104.2101    5479.169    75860.9876    5057.3992    28243.2224    28243.2224
-0.0008    -0.0025    0.001    104173.8044    5482.8318    90461.6601    6030.7773    13712.1443    13712.1443
0.0006    -0.004    0.0005    104280.3134    5488.4375    103531.5009    6902.1001    748.8125    748.8125
0.0002    -0.0025    0.0015    104535.0212    5501.8432    80698.3486    5379.8899    23836.6726    23836.6726
-0.0006    -0.001    0.0    105617.4537    5558.8134    99562.2517    6637.4834    6055.202    6055.202
-0.0006    0.0015    -0.002    105818.0822    5569.3727    104581.4772    6972.0985    1236.6049    1236.6049
-0.0008    -0.0005    -0.0005    105842.9995    5570.6842    102998.1979    6866.5465    2844.8016    2844.8016
0.0006    -0.0015    0.001    105946.3643    5576.1244    86139.8471    5742.6565    19806.5173    19806.5173
-0.0006    -0.0015    -0.002    106238.372    5591.4933    85897.0325    5726.4688    20341.3394    20341.3394
-0.0    -0.0025    -0.001    106592.2118    5610.1164    98150.4256    6543.3617    8441.7862    8441.7862
0.001    0.0015    -0.001    106920.3632    5627.3875    103130.4191    6875.3613    3789.9442    3789.9442
-0.0004    -0.0015    0.0005    107810.7485    5674.2499    97082.1168    6472.1411    10728.6317    10728.6317
0.0008    0.002    -0.0015    108153.4825    5692.2886    106711.7172    7114.1145    1441.7653    1441.7653
0.0002    -0.001    -0.002    108158.7209    5692.5643    90957.5171    6063.8345    17201.2039    17201.2039
0.001    -0.0005    0.0005    108338.2394    5702.0126    92185.4831    6145.6989    16152.7563    16152.7563
-0.0    0.002    -0.002    108344.036    5702.3177    107627.9769    7175.1985    716.0591    716.0591
-0.001    0.0    -0.001    108487.3859    5709.8624    107389.9554    7159.3304    1097.4305    1097.4305
-0.001    -0.004    0.002    108593.4476    5715.4446    83906.6162    5593.7744    24686.8314    24686.8314
-0.001    -0.0025    -0.0015    109286.5358    5751.9229    92521.713    6168.1142    16764.8228    16764.8228
-0.0006    -0.003    0.0015    110017.8998    5790.4158    89430.1359    5962.0091    20587.7638    20587.7638
0.001    -0.0025    -0.0005    110715.7306    5827.1437    107637.4442    7175.8296    3078.2864    3078.2864
-0.0002    -0.004    0.0    110888.9952    5836.2629    107888.8817    7192.5921    3000.1135    3000.1135
-0.0002    0.0    -0.0005    111466.8897    5866.6784    107279.6453    7151.9764    4187.2444    4187.2444
0.001    -0.0005    -0.002    111565.3792    5871.8621    97240.0028    6482.6669    14325.3764    14325.3764
0.0006    0.0025    -0.002    111805.4424    5884.497    111248.8266    7416.5884    556.6157    556.6157
-0.0002    -0.002    -0.0015    112200.5258    5905.2908    98268.3564    6551.2238    13932.1694    13932.1694
-0.0002    -0.002    0.001    112422.8839    5916.9939    95557.7932    6370.5195    16865.0907    16865.0907
-0.0    -0.0005    0.0    112428.2246    5917.275    104306.7111    6953.7807    8121.5135    8121.5135
0.0008    -0.002    -0.001    112448.8575    5918.3609    105959.3169    7063.9545    6489.5406    6489.5406
-0.0004    -0.0035    -0.0005    112846.5086    5939.2899    106558.2018    7103.8801    6288.3068    6288.3068
-0.0004    0.0005    -0.001    112924.3955    5943.3892    111208.3909    7413.8927    1716.0046    1716.0046
0.0004    -0.003    0.002    114254.3036    6013.3844    81462.8824    5430.8588    32791.4211    32791.4211
0.0008    -0.002    0.0015    114433.6867    6022.8256    86411.5815    5760.7721    28022.1052    28022.1052
0.0002    -0.001    0.0005    115808.4    6095.1789    102289.5881    6819.3059    13518.8119    13518.8119
0.0006    -0.0015    -0.0015    116600.8251    6136.8855    105237.0009    7015.8001    11363.8242    11363.8242
-0.0006    0.001    -0.0015    116800.7418    6147.4075    116092.9477    7739.5298    707.7941    707.7941
-0.0006    -0.003    -0.001    117222.8626    6169.6243    106183.3333    7078.8889    11039.5294    11039.5294
0.0004    0.0005    -0.0005    118026.2326    6211.907    112135.4429    7475.6962    5890.7897    5890.7897
-0.0004    -0.0035    0.002    118280.8357    6225.3071    89354.423    5956.9615    28926.4127    28926.4127
0.0002    0.001    -0.001    118296.8577    6226.1504    115601.1765    7706.7451    2695.6812    2695.6812
0.0006    -0.0035    0.0    119195.6284    6273.4541    117224.1786    7814.9452    1971.4497    1971.4497
-0.0    -0.0025    0.0015    119453.8599    6287.0453    94989.2809    6332.6187    24464.579    24464.579
0.0004    -0.003    -0.0005    119696.7954    6299.8313    115053.252    7670.2168    4643.5434    4643.5434
0.0006    0.0    0.0    120174.4481    6324.971    109625.5205    7308.368    10548.9276    10548.9276
-0.0004    -0.0015    -0.002    120227.6804    6327.7727    99342.0985    6622.8066    20885.5819    20885.5819
-0.001    -0.0025    0.001    120385.7128    6336.0901    106197.7406    7079.8494    14187.9722    14187.9722
-0.0    0.0015    -0.0015    120986.3234    6367.7012    120022.7214    8001.5148    963.602    963.602
0.0008    -0.004    0.0005    121113.302    6374.3843    120350.9166    8023.3944    762.3854    762.3854
0.0004    -0.0015    0.001    121607.416    6400.3903    101228.2764    6748.5518    20379.1396    20379.1396
0.0002    -0.0025    -0.001    122616.803    6453.5159    113838.1366    7589.2091    8778.6663    8778.6663
-0.0008    -0.001    0.0    122841.0409    6465.3179    116473.0641    7764.8709    6367.9769    6367.9769
-0.0008    0.0015    -0.002    123095.9287    6478.7331    121933.3158    8128.8877    1162.6129    1162.6129
0.0004    -0.001    -0.002    123171.6332    6482.7175    105470.4962    7031.3664    17701.137    17701.137
-0.001    -0.004    -0.0005    123225.7315    6485.5648    114702.4477    7646.8298    8523.2837    8523.2837
-0.001    -0.0005    -0.0005    123336.0525    6491.3712    120286.2451    8019.083    3049.8074    3049.8074
-0.0008    -0.0025    -0.0015    124018.0573    6527.2662    106764.276    7117.6184    17253.7812    17253.7812
0.0008    0.0015    -0.001    124604.7726    6558.1459    120568.3122    8037.8875    4036.4604    4036.4604
0.0008    -0.0005    0.0005    124741.5042    6565.3423    108071.4095    7204.7606    16670.0947    16670.0947
-0.0006    -0.0015    0.0005    124764.8699    6566.5721    113615.6943    7574.3796    11149.1756    11149.1756
0.001    -0.0025    0.002    125339.8497    6596.8342    87639.1273    5842.6085    37700.7224    37700.7224
0.001    0.001    -0.0005    125521.0282    6606.3699    117565.5905    7837.706    7955.4376    7955.4376
-0.0008    -0.003    0.0015    125960.3423    6629.4917    104788.9815    6985.9321    21171.3608    21171.3608
-0.0002    0.002    -0.002    126094.6297    6636.5595    125400.0776    8360.0052    694.5521    694.5521
0.0006    0.002    -0.0015    126107.3577    6637.2294    124526.8452    8301.7897    1580.5125    1580.5125
-0.0    -0.004    0.0    127925.2652    6732.9087    124751.3246    8316.755    3173.9405    3173.9405
-0.0    -0.002    -0.0015    127955.6511    6734.508    113578.8326    7571.9222    14376.8185    14376.8185
0.0002    -0.003    0.002    128903.6765    6784.404    95376.5799    6358.4387    33527.0965    33527.0965
-0.0004    -0.002    0.001    129107.5395    6795.1337    111714.1358    7447.6091    17393.4037    17393.4037
-0.0004    0.0    -0.0005    129432.69    6812.2468    124987.9547    8332.5303    4444.7353    4444.7353
0.001    -0.002    -0.001    129497.0526    6815.6343    122714.9412    8180.9961    6782.1114    6782.1114
-0.0002    -0.0035    -0.0005    129613.3128    6821.7533    123043.4099    8202.894    6569.9029    6569.9029
0.0006    -0.002    0.0015    129825.2726    6832.9091    101122.776    6741.5184    28702.4966    28702.4966
0.0004    0.0025    -0.002    130028.7834    6843.6202    129441.1895    8629.4126    587.5939    587.5939
-0.0002    -0.0005    0.0    130124.559    6848.661    121637.7855    8109.1857    8486.7735    8486.7735
-0.0006    0.0005    -0.001    131159.6615    6903.1401    129293.9351    8619.5957    1865.7264    1865.7264
0.001    -0.001    0.001    131727.4008    6933.0211    107473.1097    7164.874    24254.2911    24254.2911
-0.001    -0.002    -0.002    133232.0924    7012.2154    108301.03    7220.0687    24931.0624    24931.0624
-0.0    -0.001    0.0005    133235.2687    7012.3826    119243.4277    7949.5618    13991.841    13991.841
0.0008    -0.0015    -0.0015    133379.5543    7019.9765    121615.3903    8107.6927    11764.164    11764.164
-0.0004    -0.003    -0.001    133720.201    7037.9053    122291.3065    8152.7538    11428.8945    11428.8945
-0.0006    -0.0035    0.002    133953.8125    7050.2007    104336.0337    6955.7356    29617.7788    29617.7788
0.001    0.003    -0.002    134898.3897    7099.9152    134056.6515    8937.1101    841.7382    841.7382
-0.0008    0.001    -0.0015    135305.4737    7121.3407    134555.7268    8970.3818    749.7469    749.7469
-0.0002    -0.0015    -0.002    135713.3399    7142.8074    114275.3398    7618.356    21438.0001    21438.0001
-0.0002    -0.0025    0.0015    135869.0497    7151.0026    110768.3886    7384.5592    25100.6611    25100.6611
0.0002    0.0005    -0.0005    136464.7801    7182.3568    130264.0144    8684.2676    6200.7658    6200.7658
-0.0    0.001    -0.001    137004.871    7210.7827    134106.9829    8940.4655    2897.8882    2897.8882
0.0008    -0.0035    0.0    137255.5023    7223.9738    135154.5348    9010.3023    2100.9675    2100.9675
0.0006    -0.003    -0.0005    137487.2035    7236.1686    132606.3733    8840.4249    4880.8302    4880.8302
0.0004    0.0    0.0    138343.5298    7281.2384    127376.8571    8491.7905    10966.6727    10966.6727
0.0002    -0.0015    0.001    138764.8189    7303.4115    117804.8811    7853.6587    20959.9377    20959.9377
0.001    -0.004    0.0005    139442.6417    7339.0864    138658.5076    9243.9005    784.134    784.134
0.0006    -0.001    -0.002    139680.8967    7351.6261    121471.6508    8098.1101    18209.2459    18209.2459
-0.0002    0.0015    -0.0015    139963.8026    7366.5159    138905.7627    9260.3842    1058.0399    1058.0399
0.0004    -0.0025    -0.001    140137.7452    7375.6708    131014.0231    8734.2682    9123.7222    9123.7222
-0.0006    -0.0025    -0.0015    140245.9298    7381.3647    122495.0143    8166.3343    17750.9155    17750.9155
0.0008    -0.0025    0.002    140461.9698    7392.7353    101973.0869    6798.2058    38488.8829    38488.8829
-0.0008    -0.004    -0.0005    140465.2829    7392.9096    131607.9179    8773.8612    8857.3649    8857.3649
-0.001    -0.001    0.0    141560.9793    7450.5779    134872.0518    8991.4701    6688.9275    6688.9275
-0.001    0.0015    -0.002    141870.1264    7466.8488    140773.3298    9384.8887    1096.7966    1096.7966
0.0006    -0.0005    0.0005    142641.12    7507.4274    125445.5112    8363.0341    17195.6088    17195.6088
-0.0008    -0.0015    0.0005    143215.3425    7537.6496    131637.4471    8775.8298    11577.8954    11577.8954
-0.001    -0.003    0.0015    143399.1361    7547.323    121636.0024    8109.0668    21763.1336    21763.1336
0.0006    0.0015    -0.001    143785.5332    7567.6596    139494.3807    9299.6254    4291.1525    4291.1525
0.0008    0.001    -0.0005    144432.3229    7601.7012    136114.4241    9074.2949    8317.8988    8317.8988
-0.0    -0.003    0.002    145049.4005    7634.179    110778.4527    7385.2302    34270.9477    34270.9477
0.0002    -0.002    -0.0015    145207.1276    7642.4804    130377.4841    8691.8323    14829.6435    14829.6435
-0.0004    0.002    -0.002    145341.5747    7649.5566    144660.3537    9644.0236    681.2209    681.2209
0.0004    0.002    -0.0015    145557.5841    7660.9255    143830.1486    9588.6766    1727.4355    1727.4355
-0.001    -0.0035    -0.001    145759.0517    7671.529    131318.8264    8754.5884    14440.2253    14440.2253
0.0002    -0.004    0.0    146457.8863    7708.3098    143101.9429    9540.1295    3355.9433    3355.9433
0.0004    -0.002    0.0015    146713.2097    7721.7479    117322.1459    7821.4764    29391.0638    29391.0638
-0.0006    -0.002    0.001    147288.5463    7752.0288    129358.6538    8623.9103    17929.8925    17929.8925
0.001    0.0005    0.0    147497.9532    7763.0502    133690.2788    8912.6853    13807.6744    13807.6744
-0.0    -0.0035    -0.0005    147876.4681    7782.972    141016.7933    9401.1196    6859.6748    6859.6748
-0.0006    0.0    -0.0005    148894.8414    7836.5706    144184.4394    9612.296    4710.402    4710.402
-0.0008    -0.002    -0.002    149190.4992    7852.1315    123654.5335    8243.6356    25535.9657    25535.9657
-0.0004    -0.0005    0.0    149317.2446    7858.8023    140457.0354    9363.8024    8860.2093    8860.2093
0.0008    -0.001    0.001    149357.5509    7860.9237    124469.9766    8297.9984    24887.5743    24887.5743
0.0002    0.0025    -0.002    149748.4755    7881.4987    149121.7278    9941.4485    626.7478    626.7478
-0.0008    0.0005    -0.001    150891.2788    7941.6463    148867.6547    9924.5103    2023.6241    2023.6241
-0.0008    -0.0035    0.002    151123.1404    7953.8495    120805.8197    8053.7213    30317.3206    30317.3206
0.001    -0.0015    -0.0015    151654.6347    7981.8229    139481.9551    9298.797    12172.6796    12172.6796
-0.0002    -0.003    -0.001    151713.8905    7984.9416    139887.455    9325.8303    11826.4355    11826.4355
0.001    0.0025    -0.0015    152086.8182    8004.5694    149328.8846    9955.259    2757.9336    2757.9336
-0.0002    -0.001    0.0005    152158.4885    8008.3415    137685.4427    9179.0295    14473.0458    14473.0458
-0.0    -0.0015    -0.002    152695.3506    8036.5974    130696.7565    8713.1171    21998.5941    21998.5941
-0.0004    -0.0025    0.0015    153780.5906    8093.7153    128035.6717    8535.7114    25744.9189    25744.9189
0.0008    0.003    -0.002    155090.829    8162.6752    154157.4519    10277.1635    933.3772    933.3772
-0.001    0.001    -0.0015    155306.5567    8174.0293    154506.6813    10300.4454    799.8754    799.8754
-0.0    0.0005    -0.0005    156399.6787    8231.562    149880.7612    9992.0507    6518.9176    6518.9176
0.0008    -0.003    -0.0005    156773.9627    8251.2612    151647.67    10109.8447    5126.2927    5126.2927
0.001    -0.0035    0.0    156811.7273    8253.2488    154573.0663    10304.8711    2238.6609    2238.6609
0.0006    -0.0025    0.002    157080.4411    8267.3916    117795.2219    7853.0148    39285.2192    39285.2192
-0.0002    0.001    -0.001    157209.2355    8274.1703    154100.9646    10273.3976    3108.2709    3108.2709
-0.0    -0.0015    0.001    157418.5729    8285.188    135869.6612    9057.9774    21548.9116    21548.9116
0.0008    -0.001    -0.002    157686.5112    8299.2901    138960.9807    9264.0654    18725.5305    18725.5305
-0.0004    -0.0025    -0.0015    157970.1535    8314.2186    139713.928    9314.2619    18256.2255    18256.2255
0.0002    0.0    0.0    158008.9626    8316.2612    146616.3691    9774.4246    11392.5935    11392.5935
0.001    -0.0015    0.0015    158492.8223    8341.7275    124450.2532    8296.6835    34042.5691    34042.5691
0.0006    -0.0025    -0.001    159155.0386    8376.581    149678.0849    9978.539    9476.9538    9476.9538
-0.0006    -0.004    -0.0005    159201.1854    8379.0098    150001.5635    10000.1042    9199.6219    9199.6219
-0.0004    0.0015    -0.0015    160437.6328    8444.0859    159276.9792    10618.4653    1160.6536    1160.6536
0.0004    -0.0005    0.0005    162037.0871    8528.2677    144307.7883    9620.5192    17729.2988    17729.2988
-0.0002    -0.003    0.002    162691.4756    8562.7092    127668.5009    8511.2334    35022.9747    35022.9747
-0.001    -0.0015    0.0005    163162.1662    8587.4824    151147.3753    10076.4917    12014.7909    12014.7909
0.0004    -0.002    -0.0015    163954.9552    8629.2082    148664.311    9910.9541    15290.6442    15290.6442
-0.0008    -0.0035    -0.001    164225.4884    8643.4468    149335.2371    9955.6825    14890.2513    14890.2513
0.0004    0.0015    -0.001    164462.6448    8655.9287    159908.6245    10660.575    4554.0203    4554.0203
0.0006    0.001    -0.0005    164839.9687    8675.7878    156151.4331    10410.0955    8688.5357    8688.5357
0.0002    -0.002    0.0015    165097.4979    8689.342    135009.6911    9000.6461    30087.8068    30087.8068
-0.0006    0.002    -0.002    166084.8707    8741.309    165408.8052    11027.2537    676.0655    676.0655
0.0004    -0.004    0.0    166486.8585    8762.4662    162940.7366    10862.7158    3546.1219    3546.1219
0.0002    0.002    -0.0015    166504.1615    8763.3769    164621.6273    10974.7752    1882.5342    1882.5342
-0.0006    -0.002    -0.002    166645.2571    8770.803    140496.2123    9366.4142    26149.0448    26149.0448
-0.0008    -0.002    0.001    166965.9042    8787.6792    148491.3471    9899.4231    18474.5571    18474.5571
0.0002    -0.0035    -0.0005    167635.9746    8822.946    160478.3521    10698.5568    7157.6224    7157.6224
0.0008    0.0005    0.0    167636.1332    8822.9544    153350.0529    10223.3369    14286.0803    14286.0803
0.0006    -0.001    0.001    168484.0521    8867.5817    142955.0188    9530.3346    25529.0333    25529.0333
-0.001    -0.0035    0.002    169788.8194    8936.2537    138763.7812    9250.9187    31025.0383    31025.0383
-0.0008    0.0    -0.0005    169853.3439    8939.6497    164869.0994    10991.2733    4984.2445    4984.2445
-0.0006    -0.0005    0.0    170006.2814    8947.699    160764.4606    10717.6307    9241.8208    9241.8208
-0.0    0.0025    -0.002    170964.5188    8998.1326    170290.4414    11352.6961    674.0775    674.0775
0.0002    -0.0015    -0.002    171173.7123    9009.1428    148606.3485    9907.0899    22567.3638    22567.3638
-0.0    -0.003    -0.001    171203.9312    9010.7332    158971.7789    10598.1186    12232.1522    12232.1522
-0.001    -0.003    -0.0015    171668.6321    9035.1912    149624.722    9974.9815    22043.9101    22043.9101
-0.001    0.0005    -0.001    172119.2471    9058.9077    169929.5496    11328.6366    2189.6975    2189.6975
-0.0004    -0.001    0.0005    172578.0594    9083.0558    157615.633    10507.7089    14962.4264    14962.4264
0.001    0.002    -0.001    172651.5068    9086.9214    166290.6346    11086.0423    6360.8722    6360.8722
0.001    0.0    0.0005    172851.1383    9097.4283    151504.484    10100.2989    21346.6543    21346.6543
-0.0006    -0.0025    0.0015    173188.4827    9115.1833    146791.1301    9786.0753    26397.3526    26397.3526
0.0008    0.0025    -0.0015    173506.1429    9131.9023    170540.6255    11369.375    2965.5174    2965.5174
0.0004    -0.0025    0.002    175195.2635    9220.8033    135105.5322    9007.0355    40089.7312    40089.7312
0.0006    0.003    -0.002    176779.6196    9304.1905    175746.4276    11716.4285    1033.192    1033.192
0.001    -0.001    -0.002    177188.4769    9325.7093    157938.4859    10529.2324    19249.991    19249.991
-0.0002    -0.0025    -0.0015    177190.7283    9325.8278    158421.017    10561.4011    18769.7113    18769.7113
0.0008    -0.0015    0.0015    177349.8577    9334.203    142558.0605    9503.8707    34791.7972    34791.7972
0.001    -0.003    -0.0005    177557.073    9345.1091    172177.142    11478.4761    5379.9311    5379.9311
-0.0002    -0.0015    0.001    177568.678    9345.7199    155422.6166    10361.5078    22146.0613    22146.0613
-0.0002    0.0005    -0.0005    177830.9285    9359.5226    170985.6834    11399.0456    6845.2451    6845.2451
-0.0004    0.001    -0.001    178909.951    9416.3132    175583.1216    11705.5414    3326.8294    3326.8294
-0.0    0.0    0.0    179170.7466    9430.0393    167344.0564    11156.2704    11826.6902    11826.6902
-0.0004    -0.004    -0.0005    179433.4391    9443.8652    169883.3844    11325.559    9550.0547    9550.0547
0.0008    -0.0025    -0.001    179668.6832    9456.2465    169830.322    11322.0215    9838.3612    9838.3612
-0.0004    -0.003    0.002    181829.9019    9569.9948    146046.7245    9736.4483    35783.1774    35783.1774
-0.0006    0.0015    -0.0015    182407.8142    9600.4113    181136.3712    12075.7581    1271.443    1271.443
0.0002    -0.0005    0.0005    182929.4052    9627.8634    164658.2407    10977.216    18271.1645    18271.1645
-0.0006    -0.0035    -0.001    184188.2763    9694.1198    168839.8231    11255.9882    15348.4532    15348.4532
0.0006    -0.002    -0.0015    184199.1339    9694.6913    168439.3133    11229.2876    15759.8206    15759.8206
-0.0    -0.002    0.0015    184978.1372    9735.6914    154185.4116    10279.0274    30792.7255    30792.7255
-0.0004    -0.002    -0.002    185596.3661    9768.2298    158826.0664    10588.4044    26770.2997    26770.2997
0.0002    0.0015    -0.001    186636.1076    9822.953    181811.0437    12120.7362    4825.0639    4825.0639
0.0004    0.001    -0.0005    186743.9657    9828.6298    177676.6174    11845.1078    9067.3483    9067.3483
0.0006    -0.004    0.0    188012.1819    9895.378    184267.7056    12284.5137    3744.4763    3744.4763
