#! dEb_Eb[f,0]/  dP_P[f,1]/   dth[f,2]/    total_chi2[f,3]/    total_redChi2[f,4]/    total_chi2_elec[f,5]/    total_redChi2_elec[f,6]/    total_chi2_prot[f,7]/    total_redChi2_prot[f,8]/ 
-0.001    -0.004    0.002    70437.4808    3707.2358    24277.0845    1618.4723    46160.3962    46160.3962
0.0004    -0.0035    0.002    70543.3688    3712.8089    21058.5057    1403.9004    49484.8631    49484.8631
0.0006    0.003    -0.001    71035.8045    3738.7266    43155.767    2877.0511    27880.0374    27880.0374
-0.0006    -0.002    -0.002    71096.3844    3741.915    19922.6406    1328.176    51173.7438    51173.7438
0.001    0.0    0.0005    71168.1959    3745.6945    30689.6041    2045.9736    40478.5917    40478.5917
-0.0006    0.0015    -0.0005    71215.7535    3748.1976    42328.9169    2821.9278    28886.8366    28886.8366
0.0008    0.001    0.0    71555.6146    3766.085    35202.1367    2346.8091    36353.4779    36353.4779
-0.0002    -0.0015    0.001    71824.7492    3780.25    30170.3399    2011.356    41654.4093    41654.4093
-0.0004    -0.0005    0.0005    72052.7491    3792.25    34574.5827    2304.9722    37478.1663    37478.1663
0.001    -0.0015    -0.002    72194.7057    3799.7214    23786.5344    1585.769    48408.1713    48408.1713
-0.0    -0.0025    0.0015    72235.7243    3801.8802    26178.2109    1745.2141    46057.5134    46057.5134
0.0006    0.002    -0.0005    72582.0083    3820.1057    40126.7831    2675.1189    32455.2252    32455.2252
-0.0008    0.0035    -0.0015    72637.0623    3823.0033    51193.1006    3412.8734    21443.9617    21443.9617
-0.0006    0.0005    0.0    72919.7239    3837.8802    39390.9394    2626.0626    33528.7845    33528.7845
-0.0    -0.004    -0.001    72959.9044    3839.995    29761.6605    1984.1107    43198.2439    43198.2439
-0.0002    -0.003    -0.0015    72999.8323    3842.0964    25348.6536    1689.9102    47651.1787    47651.1787
0.0004    0.004    -0.0015    73246.6251    3855.0855    48754.4804    3250.2987    24492.1446    24492.1446
-0.0008    0.0025    -0.001    73267.1552    3856.1661    47819.3405    3187.956    25447.8147    25447.8147
0.0002    -0.0035    0.002    73285.6743    3857.1408    22598.1956    1506.5464    50687.4786    50687.4786
-0.0004    -0.002    -0.002    73678.7352    3877.8282    21347.7606    1423.184    52330.9746    52330.9746
0.0008    0.0    0.0005    74175.696    3903.984    32608.9354    2173.929    41566.7606    41566.7606
0.0004    0.003    -0.001    74247.3769    3907.7567    45463.5433    3030.9029    28783.8336    28783.8336
0.001    -0.001    0.001    74333.7292    3912.3015    28358.356    1890.5571    45975.3732    45975.3732
-0.0008    0.0015    -0.0005    74425.6736    3917.1407    44619.4098    2974.6273    29806.2638    29806.2638
0.0006    0.001    0.0    74656.6377    3929.2967    37271.6286    2484.7752    37385.0091    37385.0091
-0.0004    -0.0015    0.001    74830.5969    3938.4525    32072.3879    2138.1592    42758.2091    42758.2091
-0.0002    -0.0025    0.0015    75148.0491    3955.1605    27930.0982    1862.0065    47217.9508    47217.9508
-0.0006    -0.0005    0.0005    75152.1197    3955.3747    36626.7913    2441.7861    38525.3284    38525.3284
-0.0    -0.003    -0.0015    75752.2024    3986.958    26985.9711    1799.0647    48766.2313    48766.2313
0.0004    0.002    -0.0005    75776.5543    3988.2397    42346.4356    2823.0957    33430.1187    33430.1187
0.0002    -0.004    -0.001    75805.7974    3989.7788    31549.1385    2103.2759    44256.6589    44256.6589
-0.001    0.0035    -0.0015    75957.5318    3997.7648    53721.8779    3581.4585    22235.6539    22235.6539
-0.0    -0.0035    0.002    76104.4762    4005.4987    24199.9224    1613.3282    51904.5538    51904.5538
-0.0008    0.0005    0.0    76112.6174    4005.9272    41593.3085    2772.8872    34519.3089    34519.3089
-0.0002    -0.002    -0.002    76337.5823    4017.7675    22834.9174    1522.3278    53502.6649    53502.6649
0.0002    0.004    -0.0015    76551.7205    4029.0379    51212.4173    3414.1612    25339.3032    25339.3032
-0.001    0.0025    -0.001    76570.5982    4030.0315    50259.994    3350.6663    26310.6042    26310.6042
0.0006    0.0    0.0005    77259.6925    4066.2996    34590.3036    2306.0202    42669.3889    42669.3889
0.0008    -0.001    0.001    77324.2028    4069.6949    30189.5636    2012.6376    47134.6393    47134.6393
0.0002    0.003    -0.001    77535.4458    4080.8129    47833.3564    3188.8904    29702.0894    29702.0894
-0.001    0.0015    -0.0005    77712.09    4090.11    46971.9395    3131.4626    30740.1505    30740.1505
0.0004    0.001    0.0    77834.1571    4096.5346    39403.1573    2626.8772    38430.9997    38430.9997
-0.0006    -0.0015    0.001    77912.941    4100.6811    34036.4727    2269.0982    43876.4684    43876.4684
0.001    -0.002    0.0015    78027.6881    4106.7204    26200.9373    1746.7292    51826.7507    51826.7507
-0.0004    -0.0025    0.0015    78136.8703    4112.4669    29744.0224    1982.9348    48392.8478    48392.8478
-0.0008    -0.0005    0.0005    78327.9867    4122.5256    38741.0367    2582.7358    39586.95    39586.95
0.0002    -0.003    -0.0015    78581.0688    4135.8457    28685.3253    1912.355    49895.7435    49895.7435
0.0004    -0.004    -0.001    78728.1868    4143.5888    33398.6534    2226.5769    45329.5334    45329.5334
-0.0002    -0.0035    0.002    78999.7744    4157.8829    25863.686    1724.2457    53136.0884    53136.0884
0.0002    0.002    -0.0005    79047.5966    4160.3998    44628.1249    2975.2083    34419.4717    34419.4717
-0.0    -0.002    -0.002    79072.9258    4161.7329    24384.111    1625.6074    54688.8148    54688.8148
-0.001    0.0005    0.0    79382.0073    4178.0004    43857.7145    2923.8476    35524.2928    35524.2928
-0.0    0.004    -0.0015    79933.3122    4207.0164    53732.391    3582.1594    26200.9213    26200.9213
0.0006    -0.001    0.001    80391.1728    4231.1144    32082.8079    2138.8539    48308.3649    48308.3649
0.0004    0.0    0.0005    80420.1854    4232.6413    36633.7085    2442.2472    43786.4769    43786.4769
-0.0    0.003    -0.001    80900.011    4257.8953    50265.2063    3351.0138    30634.8047    30634.8047
0.0008    -0.002    0.0015    81001.1351    4263.2176    27944.0211    1862.9347    53057.114    53057.114
-0.0008    -0.0015    0.001    81071.7815    4266.9359    36062.5943    2404.173    45009.1872    45009.1872
0.0002    0.001    0.0    81088.1729    4267.7986    41596.7229    2773.1149    39491.45    39491.45
-0.0006    -0.0025    0.0015    81202.1878    4273.7994    31619.9835    2107.9989    49582.2044    49582.2044
0.0004    -0.003    -0.0015    81486.4316    4288.7596    30446.7164    2029.7811    51039.7153    51039.7153
-0.001    -0.0005    0.0005    81580.3501    4293.7026    40917.3189    2727.8213    40663.0312    40663.0312
0.0006    -0.004    -0.001    81727.0725    4301.4249    35310.205    2354.0137    46416.8674    46416.8674
0.0002    -0.002    -0.002    81884.7657    4309.7245    25995.3415    1733.0228    55889.4242    55889.4242
-0.0004    -0.0035    0.002    81971.5691    4314.2931    27589.4865    1839.2991    54382.0826    54382.0826
0.001    -0.003    0.002    82250.0724    4328.9512    24217.3481    1614.4899    58032.7242    58032.7242
-0.0    0.002    -0.0005    82395.1353    4336.5861    46971.8511    3131.4567    35423.2842    35423.2842
-0.001    -0.0035    -0.0015    82755.3909    4355.5469    27683.4362    1845.5624    55071.9546    55071.9546
-0.0002    0.004    -0.0015    83391.4004    4389.0211    56314.4015    3754.2934    27076.9989    27076.9989
0.0004    -0.001    0.001    83534.6391    4396.56    34038.0891    2269.2059    49496.55    49496.55
0.0002    0.0    0.0005    83657.1746    4403.0092    38739.1503    2582.61    44918.0243    44918.0243
0.0006    -0.002    0.0015    84051.0785    4423.741    29749.1417    1983.2761    54301.9368    54301.9368
-0.001    -0.0015    0.001    84307.1184    4437.2168    38150.7528    2543.3835    46156.3656    46156.3656
-0.0002    0.003    -0.001    84341.0727    4439.0038    52759.0931    3517.2729    31581.9796    31581.9796
-0.0008    -0.0025    0.0015    84344.0018    4439.158    33557.9813    2237.1988    50786.0204    50786.0204
-0.0    0.001    0.0    84418.6851    4443.0887    43852.3253    2923.4884    40566.3598    40566.3598
0.0006    -0.003    -0.0015    84468.2908    4445.6995    32270.1443    2151.343    52198.1466    52198.1466
0.0004    -0.002    -0.002    84773.102    4461.7422    27668.6088    1844.5739    57104.4932    57104.4932
0.0008    -0.004    -0.001    84802.4546    4463.2871    37283.7935    2485.5862    47518.661    47518.661
-0.0006    -0.0035    0.002    85019.8601    4474.7295    29377.3237    1958.4882    55642.5364    55642.5364
0.0008    -0.003    0.002    85206.4929    4484.5523    25872.3081    1724.8205    59334.1848    59334.1848
-0.0008    -0.0035    -0.0015    85645.3795    4507.6516    29373.9869    1958.2658    56271.3927    56271.3927
0.001    0.0035    -0.001    85708.0247    4510.9487    50365.0065    3357.6671    35343.0182    35343.0182
-0.0002    0.002    -0.0005    85819.1704    4516.7984    49377.6141    3291.8409    36441.5563    36441.5563
-0.001    -0.0025    -0.002    86429.7467    4548.934    25076.2754    1671.7517    61353.4713    61353.4713
0.0002    -0.001    0.001    86754.6019    4566.0317    36055.4072    2403.6938    50699.1947    50699.1947
-0.0004    0.004    -0.0015    86925.9849    4575.0518    58958.4488    3930.5633    27967.5361    27967.5361
-0.0    0.0    0.0005    86970.6603    4577.4032    40906.6289    2727.1086    46064.0313    46064.0313
0.0004    -0.002    0.0015    87177.5184    4588.2904    31616.2992    2107.7533    55561.2192    55561.2192
0.0008    -0.003    -0.0015    87526.6464    4606.6656    34155.609    2277.0406    53371.0374    53371.0374
0.001    0.0025    -0.0005    87556.7814    4608.2517    47066.3505    3137.7567    40490.4309    40490.4309
-0.001    -0.0025    0.0015    87562.3121    4608.5427    35558.0161    2370.5344    52004.2961    52004.2961
0.0006    -0.002    -0.002    87737.9346    4617.786    29403.9129    1960.2609    58334.0217    58334.0217
-0.0002    0.001    0.0    87825.6936    4622.4049    46169.9645    3077.9976    41655.7291    41655.7291
-0.0004    0.003    -0.001    87858.6307    4624.1385    55315.0167    3687.6678    32543.614    32543.614
0.001    -0.004    -0.001    87954.3331    4629.1754    39319.4189    2621.2946    48634.9142    48634.9142
-0.0008    -0.0035    0.002    88144.6475    4639.192    31227.1978    2081.8132    56917.4497    56917.4497
0.0006    -0.003    0.002    88239.4098    4644.1795    27589.305    1839.287    60650.1048    60650.1048
-0.0006    -0.0035    -0.0015    88611.8646    4663.7823    31126.5744    2075.105    57485.2902    57485.2902
0.0008    0.0035    -0.001    89210.2086    4695.2741    52850.0896    3523.3393    36360.1189    36360.1189
-0.0008    -0.0025    -0.002    89302.7089    4700.1426    26678.7023    1778.5802    62624.0065    62624.0065
-0.0004    0.002    -0.0005    89319.7019    4701.0369    51845.4139    3456.3609    37474.288    37474.288
0.001    0.0015    0.0    89933.9636    4733.3665    43941.5239    2929.4349    45992.4397    45992.4397
-0.0    -0.001    0.001    90051.061    4739.5295    38134.762    2542.3175    51916.2989    51916.2989
-0.0002    0.0    0.0005    90360.6423    4755.8233    43136.1444    2875.743    47224.4979    47224.4979
0.0002    -0.002    0.0015    90380.4546    4756.866    33545.4934    2236.3662    56834.9611    56834.9611
-0.0006    0.004    -0.0015    90537.0659    4765.1087    61664.533    4110.9689    28872.5328    28872.5328
0.001    -0.003    -0.0015    90661.4983    4771.6578    36103.1106    2406.874    54558.3878    54558.3878
0.0008    -0.002    -0.002    90779.2637    4777.856    31201.2539    2080.0836    59578.0098    59578.0098
0.0008    0.0025    -0.0005    91041.9388    4791.681    49463.3099    3297.554    41578.6289    41578.6289
-0.0004    0.001    0.0    91309.1986    4805.7473    48549.6406    3236.6427    42759.558    42759.558
-0.001    -0.0035    0.002    91345.9313    4807.6806    33139.1088    2209.2739    58206.8226    58206.8226
0.0004    -0.003    0.002    91348.8231    4807.8328    29368.3386    1957.8892    61980.4844    61980.4844
-0.0006    0.003    -0.001    91452.6851    4813.2992    57932.9771    3862.1985    33519.708    33519.708
-0.0004    -0.0035    -0.0015    91654.8461    4823.9393    32941.1987    2196.0799    58713.6474    58713.6474
-0.0006    -0.0025    -0.002    92252.1674    4855.3772    28343.166    1889.5444    63909.0014    63909.0014
0.0006    0.0035    -0.001    92788.8888    4883.6257    55397.2096    3693.1473    37391.6792    37391.6792
0.001    0.0005    0.0005    92839.5712    4886.2932    40990.5268    2732.7018    51849.0444    51849.0444
-0.0006    0.002    -0.0005    92896.7297    4889.3016    54375.2506    3625.0167    38521.4792    38521.4792
0.0008    0.0015    0.0    93402.0944    4915.8997    46250.3596    3083.3573    47151.7348    47151.7348
-0.0002    -0.001    0.001    93424.0165    4917.0535    40276.1537    2685.0769    53147.8627    53147.8627
-0.0    -0.002    0.0015    93659.8871    4929.4677    35536.7245    2369.115    58123.1626    58123.1626
-0.0004    0.0    0.0005    93827.1207    4938.2695    45427.6967    3028.5131    48399.424    48399.424
0.001    -0.002    -0.002    93897.0891    4941.9521    33060.6317    2204.0421    60836.4574    60836.4574
-0.0008    0.004    -0.0015    94224.6432    4959.1917    64432.654    4295.5103    29791.9891    29791.9891
0.0002    -0.003    0.002    94534.7327    4975.5122    31209.4092    2080.6273    63325.3236    63325.3236
0.0006    0.0025    -0.0005    94603.5925    4979.1364    51922.3061    3461.4871    42681.2864    42681.2864
-0.0002    -0.0035    -0.0015    94774.3239    4988.1223    34817.8598    2321.1907    59956.4641    59956.4641
-0.0006    0.001    0.0    94869.1999    4993.1158    50991.3535    3399.4236    43877.8464    43877.8464
-0.0008    0.003    -0.001    95123.2358    5006.4861    60612.9743    4040.865    34510.2615    34510.2615
-0.0004    -0.0025    -0.002    95278.1223    5014.638    30069.6666    2004.6444    65208.4557    65208.4557
0.001    -0.0005    0.001    96273.6044    5067.0318    38213.3591    2547.5573    58060.2452    58060.2452
0.0008    0.0005    0.0005    96290.6755    5067.9303    43211.2387    2880.7492    53079.4368    53079.4368
0.0004    0.0035    -0.001    96444.0655    5076.0034    58006.3665    3867.0911    38437.699    38437.699
-0.0008    0.002    -0.0005    96550.254    5081.5923    56967.124    3797.8083    39583.1299    39583.1299
-0.0004    -0.001    0.001    96873.4683    5098.6036    42479.5823    2831.9722    54393.8861    54393.8861
0.0006    0.0015    0.0    96946.7216    5102.459    48621.232    3241.4155    48325.4896    48325.4896
-0.0002    -0.002    0.0015    97015.8161    5106.0956    37589.9925    2505.9995    59425.8236    59425.8236
-0.0006    0.0    0.0005    97370.0955    5124.7419    47781.2858    3185.4191    49588.8097    49588.8097
-0.0    -0.003    0.002    97797.1388    5147.2178    33112.5165    2207.5011    64684.6223    64684.6223
-0.0    -0.0035    -0.0015    97970.2981    5156.3315    36756.5578    2450.4372    61213.7403    61213.7403
-0.001    0.004    -0.0015    97988.7168    5157.3009    67262.8119    4484.1875    30725.905    30725.905
0.0004    0.0025    -0.0005    98241.7426    5170.618    54443.3392    3629.5559    43798.4034    43798.4034
-0.0002    -0.0025    -0.002    98380.5736    5177.9249    31858.204    2123.8803    66522.3696    66522.3696
-0.0008    0.001    0.0    98505.6976    5184.5104    53495.1032    3566.3402    45010.5944    45010.5944
-0.001    0.003    -0.001    98870.283    5203.6991    63355.0084    4223.6672    35515.2746    35515.2746
0.0008    -0.0005    0.001    99707.6821    5247.7727    40345.9472    2689.7298    59361.7349    59361.7349
0.0006    0.0005    0.0005    99818.2762    5253.5935    45493.9874    3032.9325    54324.2888    54324.2888
0.0002    0.0035    -0.001    100175.7385    5272.4073    60677.5601    4045.1707    39498.1784    39498.1784
0.001    -0.0015    0.0015    100236.063    5275.5823    35610.0209    2374.0014    64626.0421    64626.0421
-0.001    0.002    -0.0005    100280.2746    5277.9092    59621.0344    3974.7356    40659.2402    40659.2402
-0.0006    -0.001    0.001    100399.4166    5284.1798    44745.0476    2983.0032    55654.369    55654.369
-0.0004    -0.002    0.0015    100448.2414    5286.7495    39705.2973    2647.0198    60742.9442    60742.9442
0.0004    0.0015    0.0    100567.8452    5293.0445    51054.1413    3403.6094    49513.7038    49513.7038
-0.0008    0.0    0.0005    100989.5667    5315.2404    50196.9118    3346.4608    50792.6549    50792.6549
-0.0002    -0.003    0.002    101136.0412    5322.9495    35077.6607    2338.5107    66058.3805    66058.3805
0.0002    -0.0035    -0.0015    101242.7687    5328.5668    38757.2926    2583.8195    62485.4761    62485.4761
-0.0    -0.0025    -0.002    101559.5213    5345.238    33708.7782    2247.2519    67850.7431    67850.7431
0.0002    0.0025    -0.0005    101956.3891    5366.1257    57026.4091    3801.7606    44929.98    44929.98
-0.001    0.001    0.0    102218.6917    5379.9311    56060.8898    3737.3927    46157.8019    46157.8019
0.0006    -0.0005    0.001    103218.2562    5432.5398    42540.5722    2836.0381    60677.6841    60677.6841
0.0004    0.0005    0.0005    103422.3732    5443.2828    47838.7729    3189.2515    55583.6003    55583.6003
0.0008    -0.0015    0.0015    103653.1142    5455.4271    37654.4852    2510.299    65998.6289    65998.6289
-0.0006    -0.002    0.0015    103957.1632    5471.4296    41882.6389    2792.1759    62074.5243    62074.5243
-0.0    0.0035    -0.001    103983.9079    5472.8373    63410.7906    4227.386    40573.1173    40573.1173
-0.0008    -0.001    0.001    104001.8612    5473.7822    47072.5498    3138.17    56929.3114    56929.3114
0.0002    0.0015    0.0    104265.4651    5487.6561    53549.0875    3569.9392    50716.3777    50716.3777
-0.0004    -0.003    0.002    104551.44    5502.7074    37104.8417    2473.6561    67446.5983    67446.5983
0.0004    -0.0035    -0.0015    104591.7356    5504.8282    40820.0642    2721.3376    63771.6714    63771.6714
-0.001    0.0    0.0005    104685.5342    5509.765    52674.5746    3511.6383    52010.9596    52010.9596
0.001    -0.0025    0.002    104726.947    5511.9446    33180.5121    2212.0341    71546.435    71546.435
0.0002    -0.0025    -0.002    104814.9653    5516.5771    35621.3892    2374.7593    69193.5761    69193.5761
-0.0    0.0025    -0.0005    105747.5319    5565.6596    59671.5158    3978.1011    46076.0162    46076.0162
-0.001    -0.004    -0.0015    105757.6986    5566.1947    37504.5929    2500.3062    68253.1058    68253.1058
0.0004    -0.0005    0.001    106805.3267    5621.333    44797.234    2986.4823    62008.0928    62008.0928
0.0002    0.0005    0.0005    107102.9666    5636.9982    50245.5953    3349.7064    56857.3714    56857.3714
0.0006    -0.0015    0.0015    107146.6618    5639.298    39760.9864    2650.7324    67385.6754    67385.6754
-0.0008    -0.002    0.0015    107542.5813    5660.1359    44122.0173    2941.4678    63420.564    63420.564
-0.001    -0.001    0.001    107680.8022    5667.4106    49462.0889    3297.4726    58218.7134    58218.7134
-0.0002    0.0035    -0.001    107868.5737    5677.2934    66206.0579    4413.7372    41662.5158    41662.5158
0.0006    -0.0035    -0.0015    108017.199    5685.1157    42944.8727    2862.9915    65072.3263    65072.3263
-0.0    0.0015    0.0    108039.5815    5686.2938    56106.0704    3740.4047    51933.511    51933.511
-0.0006    -0.003    0.002    108043.3352    5686.4913    39194.0595    2612.9373    68849.2757    68849.2757
0.0008    -0.0025    0.002    108126.9717    5690.8932    35136.8527    2342.4568    72990.1191    72990.1191
0.0004    -0.0025    -0.002    108146.9058    5691.9424    37596.0371    2506.4025    70550.8687    70550.8687
-0.0008    -0.004    -0.0015    109091.2915    5741.6469    39496.5241    2633.1016    69594.7674    69594.7674
0.001    0.004    -0.001    109576.1336    5767.1649    63561.1606    4237.4107    46014.973    46014.973
-0.0002    0.0025    -0.0005    109615.1712    5769.2195    62378.6594    4158.5773    47236.5118    47236.5118
-0.001    -0.003    -0.002    109700.5542    5773.7134    34451.5125    2296.7675    75249.0418    75249.0418
0.0002    -0.0005    0.001    110468.8936    5814.1523    47115.9326    3141.0622    63352.9611    63352.9611
0.0004    -0.0015    0.0015    110716.7058    5827.195    41929.5244    2795.3016    68787.1813    68787.1813
-0.0    0.0005    0.0005    110860.0564    5834.7398    52714.4545    3514.297    58145.602    58145.602
-0.001    -0.002    0.0015    111204.4958    5852.8682    46423.4326    3094.8955    64781.0632    64781.0632
0.0008    -0.0035    -0.0015    111519.1587    5869.4294    45131.718    3008.7812    66387.4407    66387.4407
0.0006    -0.0025    -0.002    111555.3426    5871.3338    39632.7218    2642.1815    71922.6208    71922.6208
0.0006    -0.0025    0.002    111603.4928    5873.868    37155.2301    2477.0153    74448.2627    74448.2627
-0.0008    -0.003    0.002    111611.7268    5874.3014    41345.3142    2756.3543    70266.4126    70266.4126
0.001    0.003    -0.0005    111693.3901    5878.5995    59816.5851    3987.7723    51876.805    51876.805
-0.0004    0.0035    -0.001    111829.7359    5885.7756    69063.3621    4604.2241    42766.3738    42766.3738
-0.0002    0.0015    0.0    111890.1942    5888.9576    58725.0902    3915.006    53165.104    53165.104
-0.0006    -0.004    -0.0015    112501.3807    5921.1253    41550.4921    2770.0328    70950.8886    70950.8886
-0.0008    -0.003    -0.002    113017.1205    5948.2695    36355.3199    2423.688    76661.8006    76661.8006
0.0008    0.004    -0.001    113521.9217    5974.838    66347.6244    4423.175    47174.2973    47174.2973
-0.0004    0.0025    -0.0005    113559.3068    5976.8056    65147.8397    4343.1893    48411.4671    48411.4671
-0.0    -0.0005    0.001    114208.9569    6010.9977    49496.668    3299.7779    64712.2889    64712.2889
0.001    0.002    0.0    114339.0721    6017.8459    56245.8389    3749.7226    58093.2331    58093.2331
0.0002    -0.0015    0.0015    114363.2461    6019.1182    44160.0993    2944.0066    70203.1469    70203.1469
-0.0002    0.0005    0.0005    114693.6426    6036.5075    55245.3505    3683.0234    59448.2921    59448.2921
0.0008    -0.0025    -0.002    115040.2758    6054.7514    41731.4433    2782.0962    73308.8324    73308.8324
0.001    -0.0035    -0.0015    115097.6148    6057.7692    47380.6001    3158.7067    67717.0147    67717.0147
0.0004    -0.0025    0.002    115156.5102    6060.869    39235.6443    2615.7096    75920.8659    75920.8659
-0.001    -0.003    0.002    115256.6147    6066.1376    43558.6057    2903.907    71698.009    71698.009
0.0008    0.003    -0.0005    115622.1516    6085.3764    62514.925    4167.6617    53107.2266    53107.2266
-0.0004    0.0015    0.0    115817.3033    6095.6475    61406.1468    4093.7431    54411.1564    54411.1564
-0.0006    0.0035    -0.001    115867.3944    6098.2839    71982.7031    4798.8469    43884.6913    43884.6913
-0.0004    -0.004    -0.0015    115987.9663    6104.6298    43666.497    2911.0998    72321.4693    72321.4693
-0.0006    -0.003    -0.002    116410.1832    6126.8517    38321.1642    2554.7443    78089.019    78089.019
0.001    0.001    0.0005    117513.1795    6184.9042    52848.9222    3523.2615    64664.2572    64664.2572
0.0006    0.004    -0.001    117544.2061    6186.5372    69196.1249    4613.075    48348.0812    48348.0812
-0.0006    0.0025    -0.0005    117579.9388    6188.4178    67979.057    4531.9371    49600.8819    49600.8819
-0.0002    -0.0005    0.001    118025.5166    6211.8693    51939.4403    3462.6294    66086.0763    66086.0763
-0.0    -0.0015    0.0015    118086.2828    6215.0675    46452.7109    3096.8474    71633.5719    71633.5719
0.0008    0.002    0.0    118250.807    6223.7267    58856.0551    3923.737    59394.7519    59394.7519
0.001    -0.0025    -0.002    118601.7054    6242.195    43892.2017    2926.1468    74709.5037    74709.5037
-0.0004    0.0005    0.0005    118603.7252    6242.3013    57838.2834    3855.8856    60765.4418    60765.4418
0.0002    -0.0025    0.002    118786.024    6251.896    41378.0954    2758.5397    77407.9287    77407.9287
-0.0002    -0.004    -0.0015    119551.0483    6292.1604    45844.5387    3056.3026    73706.5096    73706.5096
0.0006    0.003    -0.0005    119627.4095    6296.1794    65275.3018    4351.6868    54352.1077    54352.1077
-0.0006    0.0015    0.0    119820.9088    6306.3636    64149.2403    4276.616    55671.6685    55671.6685
-0.0004    -0.003    -0.002    119879.7423    6309.4601    40349.0453    2689.9364    79530.697    79530.697
-0.0008    0.0035    -0.001    119981.5493    6314.8184    74964.0809    4997.6054    45017.4685    45017.4685
0.001    0.0    0.001    121215.7124    6379.7743    49625.835    3308.389    71589.8774    71589.8774
0.0008    0.001    0.0005    121407.8879    6389.8888    55371.0147    3691.401    66036.8732    66036.8732
0.0004    0.004    -0.001    121642.9869    6402.2625    72106.6623    4807.1108    49536.3246    49536.3246
-0.0008    0.0025    -0.0005    121677.0672    6404.0562    70872.311    4724.8207    50804.7562    50804.7562
-0.0002    -0.0015    0.0015    121885.816    6415.0429    48807.3594    3253.824    73078.4565    73078.4565
-0.0004    -0.0005    0.001    121918.5726    6416.767    54444.2494    3629.6166    67474.3232    67474.3232
0.0006    0.002    0.0    122239.0384    6433.6336    61528.3082    4101.8872    60710.7302    60710.7302
-0.0    -0.0025    0.002    122492.0343    6446.9492    43582.5833    2905.5056    78909.451    78909.451
-0.0006    0.0005    0.0005    122590.3041    6452.1213    60493.2531    4032.8835    62097.0511    62097.0511
-0.0    -0.004    -0.0015    123190.6266    6483.7172    48084.6172    3205.6411    75106.0094    75106.0094
-0.0002    -0.003    -0.002    123425.7978    6496.0946    42438.9632    2829.2642    80986.8345    80986.8345
0.0004    0.003    -0.0005    123709.1638    6511.0086    68097.7155    4539.8477    55611.4483    55611.4483
-0.0008    0.0015    0.0    123901.0106    6521.1058    66954.3706    4463.6247    56946.64    56946.64
-0.001    0.0035    -0.001    124172.2006    6535.379    78007.4955    5200.4997    46164.7051    46164.7051
0.0008    0.0    0.001    125093.3943    6583.8629    52059.8036    3470.6536    73033.5906    73033.5906
0.0006    0.001    0.0005    125379.0927    6598.8996    57955.1439    3863.6763    67423.9488    67423.9488
0.001    -0.001    0.0015    125446.6707    6602.4564    46576.5772    3105.1051    78870.0936    78870.0936
-0.0004    -0.0015    0.0015    125761.8455    6619.0445    51224.0448    3414.9363    74537.8007    74537.8007
0.0002    0.004    -0.001    125818.2641    6622.0139    75079.2365    5005.2824    50739.0275    50739.0275
-0.001    0.0025    -0.0005    125850.692    6623.7206    73827.6019    4921.8401    52023.0901    52023.0901
-0.0006    -0.0005    0.001    125888.125    6625.6908    57011.0953    3800.7397    68877.0297    68877.0297
-0.0002    -0.0025    0.002    126274.5408    6646.0285    45849.108    3056.6072    80425.4328    80425.4328
0.0004    0.002    0.0    126303.7661    6647.5666    64262.598    4284.1732    62041.1681    62041.1681
-0.0008    0.0005    0.0005    126653.3795    6665.9673    63210.2596    4214.0173    63443.1199    63443.1199
0.0002    -0.004    -0.0015    126906.7014    6679.3001    50386.7326    3359.1155    76519.9688    76519.9688
-0.0    -0.003    -0.002    127048.3496    6686.7552    44590.918    2972.7279    82457.4316    82457.4316
0.0002    0.003    -0.0005    127867.4144    6729.8639    70982.1659    4732.1444    56885.2485    56885.2485
-0.001    0.0015    0.0    128057.6089    6739.8742    69821.5377    4654.7692    58236.0711    58236.0711
0.0006    0.0    0.001    129047.5726    6791.9775    54555.8092    3637.0539    74491.7634    74491.7634
0.0008    -0.001    0.0015    129307.3261    6805.6487    48922.4221    3261.4948    80384.9041    80384.9041
0.0004    0.001    0.0005    129426.7939    6811.9365    60601.31    4040.0873    68825.4839    68825.4839
-0.0006    -0.0015    0.0015    129714.3713    6827.0722    53702.7669    3580.1845    76011.6044    76011.6044
-0.0008    -0.0005    0.001    129934.1738    6838.6407    59639.978    3975.9985    70294.1957    70294.1957
-0.0    0.004    -0.001    130070.0376    6845.7915    78113.8476    5207.5898    51956.19    51956.19
-0.0004    -0.0025    0.002    130133.5438    6849.1339    48177.6696    3211.8446    81955.8742    81955.8742
0.001    -0.002    0.002    130206.0546    6852.9502    43701.1488    2913.4099    86504.9058    86504.9058
0.0002    0.002    0.0    130444.9902    6865.5258    67058.9247    4470.595    63386.0655    63386.0655
0.0004    -0.004    -0.0015    130699.2725    6878.9091    52750.8848    3516.7257    77948.3877    77948.3877
0.0002    -0.003    -0.002    130747.3978    6881.442    46804.9096    3120.3273    83942.4882    83942.4882
-0.001    0.0005    0.0005    130792.9512    6883.8395    65989.303    4399.2869    64803.6482    64803.6482
-0.0    0.003    -0.0005    132102.1614    6952.7453    73928.6532    4928.5769    58173.5082    58173.5082
0.0004    0.0    0.001    133078.2472    7004.1183    57113.8515    3807.5901    75964.3957    75964.3957
0.0006    -0.001    0.0015    133244.4779    7012.8673    51330.3038    3422.0203    81914.1741    81914.1741
