#! dEb_Eb[f,0]/  dP_P[f,1]/   dth[f,2]/    total_chi2[f,3]/    total_redChi2[f,4]/    total_chi2_elec[f,5]/    total_redChi2_elec[f,6]/    total_chi2_prot[f,7]/    total_redChi2_prot[f,8]/ 
-0.0004    -0.0035    -0.0005    20831.4157    1096.3903    8311.9283    554.1286    12519.4874    12519.4874
-0.001    -0.0035    0.001    20834.7114    1096.5638    8480.1355    565.3424    12354.5759    12354.5759
-0.0002    0.003    -0.002    21030.4762    1106.8672    18263.0504    1217.5367    2767.4258    2767.4258
0.001    0.0005    -0.0005    21032.6751    1106.9829    11640.1392    776.0093    9392.5359    9392.5359
-0.0006    -0.0025    -0.001    21038.2506    1107.2763    6179.1899    411.946    14859.0607    14859.0607
0.0004    0.0    -0.002    21300.2154    1121.064    3533.6227    235.5748    17766.5927    17766.5927
0.001    -0.002    -0.001    21306.1947    1121.3787    8000.5094    533.3673    13305.6854    13305.6854
-0.0    -0.002    0.0005    21435.4041    1128.1792    9250.0538    616.6703    12185.3503    12185.3503
0.0008    -0.001    -0.0015    21578.9256    1135.7329    5825.9001    388.3933    15753.0256    15753.0256
-0.0002    -0.001    0.0    21590.0199    1136.3168    11524.1888    768.2793    10065.8311    10065.8311
0.0006    -0.004    0.0015    21691.0741    1141.6355    5276.4901    351.766    16414.5841    16414.5841
0.0008    0.0025    -0.0015    21756.3791    1145.0726    16211.6087    1080.7739    5544.7705    5544.7705
-0.0008    -0.0015    -0.0015    21884.0604    1151.7927    4458.5652    297.2377    17425.4952    17425.4952
0.0002    -0.003    0.001    21919.7633    1153.6718    7388.0326    492.5355    14531.7306    14531.7306
0.0008    0.0015    -0.001    21985.6848    1157.1413    14434.6778    962.3119    7551.007    7551.007
-0.0004    0.001    -0.001    21996.5385    1157.7126    15896.3621    1059.7575    6100.1764    6100.1764
0.0008    0.0035    -0.002    22055.499    1160.8157    18162.369    1210.8246    3893.13    3893.13
-0.0004    0.002    -0.0015    22137.8918    1165.1522    17756.1159    1183.7411    4381.7759    4381.7759
-0.0002    -0.0035    -0.0005    22210.53    1168.9753    9159.3148    610.621    13051.2152    13051.2152
-0.0004    -0.0025    -0.001    22323.8419    1174.939    6876.4157    458.4277    15447.4262    15447.4262
0.001    -0.0005    0.0    22335.8583    1175.5715    10298.991    686.5994    12036.8672    12036.8672
-0.0004    0.0    -0.0005    22383.6106    1178.0848    14210.4376    947.3625    8173.173    8173.173
0.0006    0.0    -0.002    22490.6314    1183.7174    4063.4046    270.8936    18427.2268    18427.2268
0.0008    0.0005    -0.0005    22743.4159    1197.0219    12831.5764    855.4384    9911.8395    9911.8395
-0.0004    0.003    -0.002    22807.6706    1200.4037    19789.6992    1319.3133    3017.9714    3017.9714
0.001    -0.001    -0.0015    22939.361    1207.3348    6567.8794    437.8586    16371.4816    16371.4816
0.0004    -0.004    0.0015    23043.0973    1212.7946    5938.1252    395.875    17104.9721    17104.9721
-0.0002    -0.002    0.0005    23050.9695    1213.2089    10274.047    684.9365    12776.9225    12776.9225
-0.0006    -0.0015    -0.0015    23076.1288    1214.5331    5005.6305    333.7087    18070.4984    18070.4984
-0.0004    -0.001    0.0    23299.1082    1226.2689    12698.3426    846.5562    10600.7656    10600.7656
-0.001    -0.0005    -0.002    23368.8451    1229.9392    3150.0544    210.0036    20218.7908    20218.7908
-0.0    -0.003    0.001    23441.8057    1233.7792    8261.8653    550.791    15179.9405    15179.9405
0.0006    0.0025    -0.0015    23577.6693    1240.93    17641.3302    1176.0887    5936.3391    5936.3391
-0.0    -0.0035    -0.0005    23666.1406    1245.5863    10068.738    671.2492    13597.4026    13597.4026
-0.0002    -0.0025    -0.001    23685.9297    1246.6279    7635.6783    509.0452    16050.2513    16050.2513
0.0008    0.0    -0.002    23757.5438    1250.397    4655.2233    310.3482    19102.3205    19102.3205
0.0006    0.0015    -0.001    23789.9484    1252.1025    15776.2755    1051.7517    8013.6729    8013.6729
-0.0006    0.001    -0.001    23816.1762    1253.483    17308.8002    1153.92    6507.376    6507.376
0.0006    0.0035    -0.002    23893.8157    1257.5692    19680.2142    1312.0143    4213.6015    4213.6015
-0.0006    0.002    -0.0015    23974.5561    1261.8187    19256.6778    1283.7785    4717.8783    4717.8783
0.0008    -0.0005    0.0    24029.5724    1264.7143    11402.3044    760.1536    12627.268    12627.268
0.001    -0.0015    0.0005    24167.4668    1271.9719    9131.6722    608.7781    15035.7946    15035.7946
-0.0006    0.0    -0.0005    24186.2218    1272.959    15534.752    1035.6501    8651.4698    8651.4698
-0.0004    -0.0015    -0.0015    24344.6937    1281.2997    5614.7325    374.3155    18729.9612    18729.9612
-0.0008    -0.0005    -0.002    24467.3907    1287.7574    3546.959    236.4639    20920.4317    20920.4317
0.0002    -0.004    0.0015    24471.6169    1287.9798    6661.7973    444.1198    17809.8196    17809.8196
0.0006    0.0005    -0.0005    24530.653    1291.087    14085.0503    939.0034    10445.6026    10445.6026
-0.0006    0.003    -0.002    24661.3614    1297.9664    21378.3849    1425.2257    3282.9765    3282.9765
-0.0004    -0.002    0.0005    24743.0313    1302.2648    11360.0771    757.3385    13382.9542    13382.9542
-0.0002    -0.003    0.001    25040.3446    1317.9129    9197.7347    613.1823    15842.6099    15842.6099
-0.0006    -0.001    0.0    25084.6929    1320.247    13934.5333    928.9689    11150.1596    11150.1596
0.001    0.0    -0.002    25100.9526    1321.1028    5309.0788    353.9386    19791.8738    19791.8738
-0.0    -0.0025    -0.001    25124.5138    1322.3428    8456.9778    563.7985    16667.536    16667.536
0.0002    -0.0035    -0.0005    25198.2476    1326.2236    11040.1981    736.0132    14158.0496    14158.0496
0.0004    0.0025    -0.0015    25475.4558    1340.8135    19133.0885    1275.5392    6342.3674    6342.3674
-0.0006    -0.0005    -0.002    25642.4326    1349.6017    4005.9005    267.06    21636.5321    21636.5321
0.0004    0.0015    -0.001    25670.7084    1351.0899    17179.9101    1145.3273    8490.7983    8490.7983
-0.0002    -0.0015    -0.0015    25689.7549    1352.0924    6285.8714    419.0581    19403.8835    19403.8835
-0.0008    0.001    -0.001    25712.3104    1353.2795    18783.2752    1252.2183    6929.0352    6929.0352
0.0006    -0.0005    0.0    25799.783    1357.8833    12567.6546    837.8436    13232.1284    13232.1284
0.0004    0.0035    -0.002    25808.6287    1358.3489    21260.0963    1417.3398    4548.5324    4548.5324
0.0008    -0.0015    0.0005    25844.1545    1360.2187    10146.8618    676.4575    15697.2927    15697.2927
-0.0008    0.002    -0.0015    25887.7168    1362.5114    20819.2766    1387.9518    5068.4402    5068.4402
-0.0    -0.004    0.0015    25976.6328    1367.1912    7447.5061    496.5004    18529.1268    18529.1268
-0.0008    0.0    -0.0005    26065.3294    1371.8594    16921.1032    1128.0735    9144.2262    9144.2262
0.0004    0.0005    -0.0005    26394.3864    1389.1782    15400.5611    1026.7041    10993.8253    10993.8253
-0.0006    -0.002    0.0005    26511.5895    1395.3468    12508.1439    833.8763    14003.4455    14003.4455
0.001    -0.0025    0.001    26527.5009    1396.1843    8138.1829    542.5455    18389.318    18389.318
-0.0008    0.003    -0.002    26591.5486    1399.5552    23029.1074    1535.2738    3562.4412    3562.4412
0.0002    -0.0025    -0.001    26639.5943    1402.0839    9340.3141    622.6876    17299.2801    17299.2801
-0.0004    -0.003    0.001    26715.3799    1406.0726    10195.641    679.7094    16519.7389    16519.7389
0.0004    -0.0035    -0.0005    26806.851    1410.8869    12073.695    804.913    14733.1561    14733.1561
-0.0004    -0.0005    -0.002    26893.9708    1415.4721    4526.8787    301.7919    22367.0921    22367.0921
-0.0008    -0.001    0.0    26946.774    1418.2513    15232.7607    1015.5174    11714.0133    11714.0133
-0.0    -0.0015    -0.0015    27111.3124    1426.9112    7019.0471    467.9365    20092.2653    20092.2653
0.0002    0.0025    -0.0015    27449.7388    1444.7231    20686.8836    1379.1256    6762.8551    6762.8551
-0.0002    -0.004    0.0015    27558.1452    1450.4287    8295.2518    553.0168    19262.8934    19262.8934
0.0006    -0.0015    0.0005    27597.3385    1452.4915    11224.0883    748.2726    16373.2502    16373.2502
-0.001    -0.004    -0.0005    27609.428    1453.1278    10625.0951    708.3397    16984.333    16984.333
0.0002    0.0015    -0.001    27627.9648    1454.1034    18645.5815    1243.0388    8982.3833    8982.3833
0.0004    -0.0005    0.0    27646.4899    1455.0784    13795.0416    919.6694    13851.4483    13851.4483
-0.001    0.001    -0.001    27684.9409    1457.1022    20319.787    1354.6525    7365.1539    7365.1539
0.0002    0.0035    -0.002    27799.9382    1463.1546    22902.0152    1526.801    4897.923    4897.923
-0.001    0.002    -0.0015    27877.3738    1467.2302    22443.9122    1496.2608    5433.4616    5433.4616
-0.001    0.0    -0.0005    28020.9334    1474.786    18369.4913    1224.6328    9651.4421    9651.4421
0.0008    -0.0025    0.001    28187.162    1483.5348    9065.2487    604.3499    19121.9133    19121.9133
-0.0002    -0.0005    -0.002    28222.0055    1485.3687    5109.8938    340.6596    23112.1117    23112.1117
0.0004    -0.0025    -0.001    28231.1711    1485.8511    10285.6873    685.7125    17945.4839    17945.4839
0.0002    0.0005    -0.0005    28334.6163    1491.2956    16778.1088    1118.5406    11556.5075    11556.5075
-0.0008    -0.002    0.0005    28356.644    1492.4549    13718.2476    914.5498    14638.3964    14638.3964
-0.0006    -0.003    0.001    28466.9115    1498.2585    11255.5841    750.3723    17211.3274    17211.3274
0.0006    -0.0035    -0.0005    28491.9508    1499.5764    13169.2287    877.9486    15322.7221    15322.7221
-0.001    0.003    -0.002    28598.2322    1505.1701    24741.8668    1649.4578    3856.3655    3856.3655
0.0002    -0.0015    -0.0015    28609.3664    1505.7561    7814.2596    520.9506    20795.1068    20795.1068
-0.001    -0.001    0.0    28885.3514    1520.2817    16593.025    1106.2017    12292.3264    12292.3264
-0.0008    -0.004    -0.0005    29202.6573    1536.982    11587.7516    772.5168    17614.9058    17614.9058
-0.0004    -0.004    0.0015    29216.1539    1537.6923    9205.0343    613.669    20011.1196    20011.1196
0.001    -0.0035    0.0015    29415.9604    1548.2084    7318.5229    487.9015    22097.4375    22097.4375
-0.001    -0.003    -0.001    29421.4336    1548.4965    9008.0341    600.5356    20413.3995    20413.3995
0.0004    -0.0015    0.0005    29427.0189    1548.7905    12363.3515    824.2234    17063.6674    17063.6674
-0.0    0.0025    -0.0015    29500.5181    1552.6588    22302.7156    1486.8477    7197.8024    7197.8024
0.0002    -0.0005    0.0    29569.6933    1556.2996    15084.4655    1005.631    14485.2278    14485.2278
-0.0    -0.0005    -0.002    29626.5365    1559.2914    5754.9458    383.6631    23871.5908    23871.5908
-0.0    0.0015    -0.001    29661.7176    1561.143    20173.2897    1344.886    9488.4279    9488.4279
-0.0    0.0035    -0.002    29867.744    1571.9865    24605.971    1640.3981    5261.7731    5261.7731
0.0006    -0.0025    -0.001    29899.2444    1573.6444    11293.0972    752.8731    18606.1472    18606.1472
0.0006    -0.0025    0.001    29923.3195    1574.9116    10054.3514    670.2901    19868.9681    19868.9681
0.0004    -0.0015    -0.0015    30183.9167    1588.6272    8671.509    578.1006    21512.4077    21512.4077
0.0008    -0.0035    -0.0005    30253.547    1592.2919    14326.7993    955.12    15926.7477    15926.7477
-0.001    -0.002    0.0005    30278.1949    1593.5892    14990.3882    999.3592    15287.8067    15287.8067
-0.0008    -0.003    0.001    30294.9395    1594.4705    12377.564    825.1709    17917.3755    17917.3755
-0.0    0.0005    -0.0005    30351.3425    1597.4391    18217.6932    1214.5129    12133.6493    12133.6493
-0.0006    -0.004    -0.0005    30872.383    1624.8623    12612.4449    840.8297    18259.9381    18259.9381
-0.0006    -0.004    0.0015    30950.659    1628.9821    10176.8536    678.4569    20773.8054    20773.8054
-0.0008    -0.003    -0.001    30997.6364    1631.4545    9882.5669    658.8378    21115.0695    21115.0695
0.0008    -0.0035    0.0015    31058.595    1634.6629    8157.465    543.831    22901.13    22901.13
0.0002    -0.0005    -0.002    31107.564    1637.2402    6462.0346    430.8023    24645.5294    24645.5294
0.0002    -0.0015    0.0005    31333.1957    1649.1156    13564.6516    904.3101    17768.5441    17768.5441
-0.0    -0.0005    0.0    31569.393    1661.547    16435.9262    1095.7284    15133.4668    15133.4668
0.001    0.003    -0.0015    31602.2631    1663.277    22256.1069    1483.7405    9346.1562    9346.1562
0.001    0.004    -0.002    31615.8567    1663.9925    24564.663    1637.6442    7051.1936    7051.1936
-0.0002    0.0025    -0.0015    31627.7937    1664.6207    23980.5844    1598.7056    7647.2093    7647.2093
0.0008    -0.0025    -0.001    31643.814    1665.4639    12362.544    824.1696    19281.27    19281.27
0.0004    -0.0025    0.001    31735.9734    1670.3144    11105.4909    740.3661    20630.4825    20630.4825
-0.001    -0.002    -0.0015    31761.8647    1671.6771    7564.8027    504.3202    24197.0621    24197.0621
-0.0002    0.0015    -0.001    31771.9667    1672.2088    21763.0348    1450.869    10008.9319    10008.9319
0.0006    -0.0015    -0.0015    31834.9634    1675.5244    9590.7952    639.3863    22244.1682    22244.1682
-0.0002    0.0035    -0.002    32012.0463    1684.8445    26371.9635    1758.1309    5640.0827    5640.0827
0.001    -0.0035    -0.0005    32091.6395    1689.0337    15546.4067    1036.4271    16545.2329    16545.2329
0.001    0.002    -0.001    32117.095    1690.3734    20121.3802    1341.4253    11995.7148    11995.7148
-0.001    -0.003    0.001    32199.4639    1694.7086    13561.5808    904.1054    18637.8831    18637.8831
-0.0002    0.0005    -0.0005    32444.5651    1707.6087    19719.3145    1314.621    12725.2506    12725.2506
-0.0004    -0.004    -0.0005    32618.605    1716.7687    13699.175    913.2783    18919.43    18919.43
-0.0006    -0.003    -0.001    32650.3355    1718.4387    10819.1364    721.2758    21831.1991    21831.1991
0.0004    -0.0005    -0.002    32665.0878    1719.2151    7231.1602    482.0773    25433.9276    25433.9276
-0.0008    -0.004    0.0015    32761.6605    1724.2979    11210.7098    747.3807    21550.9507    21550.9507
0.0006    -0.0035    0.0015    32777.726    1725.1435    9058.4439    603.8963    23719.282    23719.282
0.001    0.001    -0.0005    33160.3524    1745.2817    18160.483    1210.6989    14999.8694    14999.8694
-0.0    -0.0015    0.0005    33315.8689    1753.4668    14827.9886    988.5326    18487.8803    18487.8803
-0.0008    -0.002    -0.0015    33321.0409    1753.739    8351.2116    556.7474    24969.8293    24969.8293
0.001    -0.0025    -0.001    33464.88    1761.3095    13494.0277    899.6018    19970.8524    19970.8524
0.0008    -0.0015    -0.0015    33562.5065    1766.4477    10572.1182    704.8079    22990.3883    22990.3883
0.0002    -0.0025    0.001    33625.1236    1769.7433    12218.6672    814.5778    21406.4564    21406.4564
-0.0002    -0.0005    0.0    33645.5891    1770.8205    17849.4237    1189.9616    15796.1653    15796.1653
0.0008    0.003    -0.0015    33790.661    1778.4558    23925.1721    1595.0115    9865.4889    9865.4889
0.0008    0.004    -0.002    33821.2811    1780.0674    26321.852    1754.7901    7499.4291    7499.4291
-0.0004    0.0025    -0.0015    33831.5658    1780.6087    25720.4901    1714.6993    8111.0757    8111.0757
-0.0004    0.0015    -0.001    33958.7122    1787.3006    23414.8166    1560.9878    10543.8956    10543.8956
-0.0004    0.0035    -0.002    34232.8449    1801.7287    28199.993    1879.9995    6032.8519    6032.8519
0.0008    0.002    -0.001    34288.4664    1804.6561    21702.3217    1446.8214    12586.1447    12586.1447
0.0006    -0.0005    -0.002    34299.108    1805.2162    8062.3226    537.4882    26236.7853    26236.7853
-0.0004    -0.003    -0.001    34379.531    1809.449    11817.7428    787.8495    22561.7882    22561.7882
-0.0002    -0.004    -0.0005    34441.3234    1812.7012    14847.942    989.8628    19593.3815    19593.3815
0.0004    -0.0035    0.0015    34573.3533    1819.6502    10021.4597    668.0973    24551.8936    24551.8936
-0.0004    0.0005    -0.0005    34614.2841    1821.8044    21282.9726    1418.8648    13331.3115    13331.3115
-0.001    -0.001    -0.002    34630.7213    1822.6695    6295.4006    419.6934    28335.3207    28335.3207
-0.001    -0.004    0.0015    34649.1583    1823.6399    12306.6028    820.4402    22342.5555    22342.5555
0.001    0.0    0.0    34732.0353    1828.0019    16373.4152    1091.561    18358.6201    18358.6201
-0.0006    -0.002    -0.0015    34956.7135    1839.827    9199.6574    613.3105    25757.0561    25757.0561
0.0008    0.001    -0.0005    35314.6973    1858.6683    19653.3007    1310.22    15661.3966    15661.3966
0.001    -0.0015    -0.0015    35366.546    1861.3972    11615.4781    774.3652    23751.0679    23751.0679
-0.0002    -0.0015    0.0005    35375.0384    1861.8441    16153.3623    1076.8908    19221.6761    19221.6761
-0.0    -0.0025    0.001    35590.7703    1873.1984    13393.8804    892.9254    22196.8899    22196.8899
-0.0004    -0.0005    0.0    35798.2815    1884.1201    19324.9581    1288.3305    16473.3235    16473.3235
0.0008    -0.0005    -0.002    36009.6245    1895.2434    8955.5219    597.0348    27054.1026    27054.1026
0.0006    0.003    -0.0015    36055.5554    1897.6608    25656.2742    1710.4183    10399.2812    10399.2812
0.0006    0.004    -0.002    36103.202    1900.1685    28141.0778    1876.0719    7962.1241    7962.1241
-0.0006    0.0025    -0.0015    36111.8343    1900.6229    27522.4326    1834.8288    8589.4017    8589.4017
-0.0008    -0.001    -0.002    36172.8709    1903.8353    6993.6858    466.2457    29179.1852    29179.1852
-0.0002    -0.003    -0.001    36185.2229    1904.4854    12878.386    858.5591    23306.8369    23306.8369
-0.0006    0.0015    -0.001    36221.9542    1906.4186    25128.6354    1675.2424    11093.3188    11093.3188
-0.0    -0.004    -0.0005    36340.5382    1912.6599    16058.7458    1070.5831    20281.7924    20281.7924
0.0002    -0.0035    0.0015    36445.477    1918.183    11046.5122    736.4341    25398.9648    25398.9648
-0.0006    0.0035    -0.002    36530.1398    1922.6389    30090.0592    2006.0039    6440.0806    6440.0806
0.0006    0.002    -0.001    36536.3342    1922.965    23345.3    1556.3533    13191.0342    13191.0342
-0.0004    -0.002    -0.0015    36668.8825    1929.9412    10110.14    674.0093    26558.7425    26558.7425
0.001    -0.001    0.0005    36832.1437    1938.5339    14760.1768    984.0118    22071.9668    22071.9668
-0.0006    0.0005    -0.0005    36860.4995    1940.0263    22908.6676    1527.2445    13951.8319    13951.8319
0.0008    0.0    0.0    36869.3536    1940.4923    17778.1091    1185.2073    19091.2445    19091.2445
-0.0004    -0.0015    0.0005    37510.7044    1974.2476    17540.7729    1169.3849    19969.9314    19969.9314
0.0006    0.001    -0.0005    37545.5386    1976.081    21208.1552    1413.877    16337.3833    16337.3833
-0.0002    -0.0025    0.001    37632.9133    1980.6796    14631.1304    975.4087    23001.7829    23001.7829
-0.0006    -0.001    -0.002    37791.517    1989.0272    7754.0078    516.9339    30037.5092    30037.5092
0.001    -0.0005    -0.002    37796.6375    1989.2967    9910.758    660.7172    27885.8795    27885.8795
-0.0006    -0.0005    0.0    38027.4704    2001.4458    20862.5293    1390.8353    17164.9411    17164.9411
-0.0    -0.003    -0.001    38067.4112    2003.548    14001.066    933.4044    24066.3451    24066.3451
0.0002    -0.004    -0.0005    38316.2494    2016.6447    17331.5864    1155.4391    20984.663    20984.663
-0.0    -0.0035    0.0015    38394.0971    2020.742    12133.6016    808.9068    26260.4955    26260.4955
0.0004    0.003    -0.0015    38396.9461    2020.8919    27449.4131    1829.9609    10947.533    10947.533
-0.0002    -0.002    -0.0015    38457.5478    2024.0815    11082.6594    738.844    27374.8884    27374.8884
0.0004    0.004    -0.002    38461.6192    2024.2957    30022.3405    2001.4894    8439.2787    8439.2787
-0.0008    0.0025    -0.0015    38468.5991    2024.6631    29386.4119    1959.0941    9082.1872    9082.1872
-0.0008    0.0015    -0.001    38561.6924    2029.5628    26904.4909    1793.6327    11657.2015    11657.2015
0.0004    0.002    -0.001    38860.6984    2045.2999    25050.3151    1670.021    13810.3833    13810.3833
-0.0008    0.0035    -0.002    38903.9312    2047.5753    32042.1623    2136.1442    6861.7689    6861.7689
0.0008    -0.001    0.0005    38952.4355    2050.1282    16076.747    1071.7831    22875.6885    22875.6885
0.0006    0.0    0.0    39083.1684    2057.0089    19244.8399    1282.9893    19838.3285    19838.3285
-0.0008    0.0005    -0.0005    39183.2113    2062.2743    24596.3994    1639.76    14586.8119    14586.8119
0.001    -0.002    0.001    39460.6775    2076.8778    13320.7679    888.0512    26139.9096    26139.9096
-0.0004    -0.001    -0.002    39486.6594    2078.2452    8576.3666    571.7578    30910.2928    30910.2928
-0.0006    -0.0015    0.0005    39722.8667    2090.6772    18990.2204    1266.0147    20732.6463    20732.6463
-0.0004    -0.0025    0.001    39751.5527    2092.187    15930.4172    1062.0278    23821.1355    23821.1355
0.0004    0.001    -0.0005    39852.8762    2097.5198    22825.0466    1521.6698    17027.8296    17027.8296
0.0002    -0.003    -0.001    40026.0958    2106.6366    15185.7829    1012.3855    24840.3129    24840.3129
-0.0    -0.002    -0.0015    40322.7096    2122.2479    12117.2157    807.8144    28205.4939    28205.4939
-0.0008    -0.0005    0.0    40333.1556    2122.7977    22462.1373    1497.4758    17871.0183    17871.0183
0.0004    -0.004    -0.0005    40368.457    2124.6556    18666.4639    1244.4309    21701.9931    21701.9931
-0.0002    -0.0035    0.0015    40419.2136    2127.327    13282.7279    885.5152    27136.4857    27136.4857
0.0002    0.003    -0.0015    40814.8331    2148.1491    29304.5888    1953.6393    11510.2443    11510.2443
0.0002    0.004    -0.002    40896.5328    2152.4491    31965.64    2131.0427    8930.8928    8930.8928
-0.001    0.0025    -0.0015    40901.8603    2152.7295    31312.428    2087.4952    9589.4323    9589.4323
-0.001    0.0015    -0.001    40977.9271    2156.733    28742.3833    1916.1589    12235.5438    12235.5438
0.0006    -0.001    0.0005    41149.2236    2165.7486    17455.354    1163.6903    23693.8697    23693.8697
-0.0002    -0.001    -0.002    41258.2982    2171.4894    9460.7623    630.7175    31797.5359    31797.5359
0.0002    0.002    -0.001    41261.5589    2171.661    26817.3671    1787.8245    14444.1919    14444.1919
-0.001    0.0035    -0.002    41354.2189    2176.5378    34056.3022    2270.4201    7297.9167    7297.9167
0.0004    0.0    0.0    41373.4795    2177.5516    20773.6075    1384.9072    20599.872    20599.872
0.0008    -0.002    0.001    41563.9428    2187.5759    14549.2143    969.9476    27014.7285    27014.7285
-0.001    0.0005    -0.0005    41582.4194    2188.5484    26346.168    1756.4112    15236.2514    15236.2514
-0.0006    -0.0025    0.001    41946.6885    2207.7204    17291.7409    1152.7827    24654.9476    24654.9476
-0.0008    -0.0015    0.0005    42011.5254    2211.1329    20501.7046    1366.7803    21509.8208    21509.8208
0.0004    -0.003    -0.001    42061.2768    2213.7514    16432.5366    1095.5024    25628.7402    25628.7402
0.0002    0.001    -0.0005    42236.7102    2222.9847    24503.9748    1633.5983    17732.7354    17732.7354
0.0002    -0.002    -0.0015    42264.3677    2224.4404    13213.8088    880.9206    29050.5589    29050.5589
0.0006    -0.004    -0.0005    42497.1609    2236.6927    20063.3782    1337.5585    22433.7827    22433.7827
-0.0004    -0.0035    0.0015    42520.8265    2237.9382    14493.891    966.2594    28026.9355    28026.9355
0.001    -0.003    0.0015    42617.6368    2243.0335    12055.1884    803.6792    30562.4484    30562.4484
-0.001    -0.0005    0.0    42715.3372    2248.1756    24123.7821    1608.2521    18591.5551    18591.5551
-0.0    -0.001    -0.002    43106.4334    2268.7597    10407.1948    693.813    32699.2386    32699.2386
-0.001    -0.0035    -0.001    43148.5431    2270.976    14602.6922    973.5128    28545.8508    28545.8508
-0.0    0.003    -0.0015    43309.2166    2279.4325    31221.8014    2081.4534    12087.4152    12087.4152
-0.0    0.004    -0.002    43407.9428    2284.6286    33970.9763    2264.7318    9436.9665    9436.9665
0.0004    -0.001    0.0005    43422.5082    2285.3952    18895.9978    1259.7332    24526.5104    24526.5104
-0.0    0.002    -0.001    43738.9159    2302.0482    28646.4559    1909.7637    15092.46    15092.46
0.0002    0.0    0.0    43740.2869    2302.1204    22364.4119    1490.9608    21375.875    21375.875
0.0006    -0.002    0.001    43743.7044    2302.3002    15839.6975    1055.9798    27904.0069    27904.0069
0.0006    -0.003    -0.001    44172.9542    2324.8923    17741.3271    1182.7551    26431.6271    26431.6271
-0.0008    -0.0025    0.001    44218.3206    2327.28    18715.1014    1247.6734    25503.2193    25503.2193
0.0004    -0.002    -0.0015    44282.5222    2330.6591    14372.4387    958.1626    29910.0834    29910.0834
-0.001    -0.0015    0.0005    44376.6805    2335.6148    22075.2257    1471.6817    22301.4547    22301.4547
-0.0    0.001    -0.0005    44697.0406    2352.4758    26244.9398    1749.6627    18452.1008    18452.1008
-0.0006    -0.0035    0.0015    44698.9357    2352.5756    15767.0909    1051.1394    28931.8449    28931.8449
0.0008    -0.004    -0.0005    44702.3612    2352.7559    21522.3293    1434.822    23180.0319    23180.0319
0.0008    -0.003    0.0015    44703.8755    2352.8356    13195.511    879.7007    31508.3645    31508.3645
0.0002    -0.001    -0.002    45031.065    2370.0561    11415.6642    761.0443    33615.4009    33615.4009
-0.0008    -0.0035    -0.001    45168.35    2377.2816    15778.6055    1051.907    29389.7445    29389.7445
-0.001    -0.0025    -0.0015    45757.4739    2408.2881    12713.5411    847.5694    33043.9328    33043.9328
0.0002    -0.001    0.0005    45772.2892    2409.0679    20398.6785    1359.9119    25373.6107    25373.6107
-0.0002    0.003    -0.0015    45880.0964    2414.7419    33201.0507    2213.4034    12679.0457    12679.0457
-0.0002    0.004    -0.002    45995.8492    2420.8342    36038.3494    2402.5566    9957.4997    9957.4997
0.0004    -0.002    0.001    45999.9624    2421.0507    17192.2176    1146.1478    28807.7449    28807.7449
-0.0    0.0    0.0    46183.5908    2430.7153    24017.2532    1601.1502    22166.3376    22166.3376
0.001    0.0035    -0.0015    46195.1737    2431.3249    31225.7625    2081.7175    14969.4112    14969.4112
-0.0002    0.002    -0.001    46292.7692    2436.4615    30537.5815    2035.8388    15755.1877    15755.1877
0.001    -0.004    0.002    46303.0216    2437.0011    10963.4383    730.8959    35339.5833    35339.5833
0.0008    -0.003    -0.001    46361.128    2440.0594    19112.1545    1274.1436    27248.9735    27248.9735
0.0006    -0.002    -0.0015    46377.173    2440.9038    15593.1055    1039.5404    30784.0675    30784.0675
-0.001    -0.0025    0.001    46566.4492    2450.8657    20200.4987    1346.6999    26365.9505    26365.9505
0.0006    -0.003    0.0015    46866.6106    2466.6637    14397.8705    959.858    32468.7402    32468.7402
-0.0008    -0.0035    0.0015    46953.5414    2471.239    17102.3276    1140.1552    29851.2138    29851.2138
0.001    0.0025    -0.001    46978.5054    2472.5529    28645.1163    1909.6744    18333.3891    18333.3891
0.001    -0.004    -0.0005    46984.0579    2472.8452    23043.3173    1536.2212    23940.7407    23940.7407
0.0004    -0.001    -0.002    47032.193    2475.3786    12486.1703    832.4114    34546.0226    34546.0226
-0.0002    0.001    -0.0005    47233.8674    2485.993    28047.9417    1869.8628    19185.9257    19185.9257
-0.0006    -0.0035    -0.001    47264.6532    2487.6133    17016.5556    1134.437    30248.0976    30248.0976
-0.0008    -0.0025    -0.0015    47760.2543    2513.6976    13801.3307    920.0887    33958.9236    33958.9236
-0.0    -0.001    0.0005    48198.5665    2536.7667    21963.396    1464.2264    26235.1705    26235.1705
0.001    0.0015    -0.0005    48290.2626    2541.5928    26238.2995    1749.22    22051.9631    22051.9631
0.0002    -0.002    0.001    48332.7169    2543.8272    18606.7745    1240.4516    29725.9424    29725.9424
0.0008    -0.004    0.002    48372.2338    2545.907    12015.6372    801.0425    36356.5966    36356.5966
-0.0004    0.003    -0.0015    48527.4727    2554.0775    35242.337    2349.4891    13285.1357    13285.1357
0.0008    -0.002    -0.0015    48548.3203    2555.1748    16875.8091    1125.0539    31672.5112    31672.5112
0.001    -0.003    -0.001    48625.7982    2559.2525    20545.0187    1369.6679    28080.7795    28080.7795
-0.0004    0.004    -0.002    48660.2519    2561.0659    38167.7594    2544.5173    10492.4925    10492.4925
-0.0002    0.0    0.0    48703.3911    2563.3364    25732.1313    1715.4754    22971.2598    22971.2598
